"","YYYY","MM","DD","WTMP","Date","WTMP_K"
"874",2015,7,8,26.075,2015-07-08,299.225
"875",2003,8,8,26.1416666666667,2003-08-08,299.291666666667
"876",2006,8,8,28.3125,2006-08-08,301.4625
"877",2008,8,8,26.6375,2008-08-08,299.7875
"878",2010,8,8,27.5333333333333,2010-08-08,300.683333333333
"879",2011,8,8,27.3791666666667,2011-08-08,300.529166666667
"880",2012,8,8,28.3125,2012-08-08,301.4625
"881",2013,8,8,25.2041666666667,2013-08-08,298.354166666667
"882",2014,8,8,25.9708333333333,2014-08-08,299.120833333333
"883",2015,8,8,26.12,2015-08-08,299.27
"884",2006,9,8,23.5416666666667,2006-09-08,296.691666666667
"885",2008,9,8,25.3333333333333,2008-09-08,298.483333333333
"886",2010,9,8,25.5458333333333,2010-09-08,298.695833333333
"887",2011,9,8,23.9125,2011-09-08,297.0625
"888",2012,9,8,26.9041666666667,2012-09-08,300.054166666667
"889",2013,9,8,24.7708333333333,2013-09-08,297.920833333333
"890",2014,9,8,26.0083333333333,2014-09-08,299.158333333333
"891",2015,9,8,26.7857142857143,2015-09-08,299.935714285714
"892",2003,10,8,18.3583333333333,2003-10-08,291.508333333333
"893",2006,10,8,18.7416666666667,2006-10-08,291.891666666667
"894",2008,10,8,19.4208333333333,2008-10-08,292.570833333333
"895",2010,10,8,18.8,2010-10-08,291.95
"896",2011,10,8,18.6708333333333,2011-10-08,291.820833333333
"897",2012,10,8,20.0083333333333,2012-10-08,293.158333333333
"898",2013,10,8,21.9208333333333,2013-10-08,295.070833333333
"899",2014,10,8,19.9375,2014-10-08,293.0875
"900",2015,10,8,18.54,2015-10-08,291.69
"901",2001,11,8,13.6,2001-11-08,286.75
"902",2003,11,8,15.175,2003-11-08,288.325
"903",2006,11,8,11.8916666666667,2006-11-08,285.041666666667
"904",2008,11,8,13.8375,2008-11-08,286.9875
"905",2010,11,8,12.4583333333333,2010-11-08,285.608333333333
"906",2011,11,8,12.9541666666667,2011-11-08,286.104166666667
"907",2012,11,8,10.3958333333333,2012-11-08,283.545833333333
"908",2013,11,8,13.9041666666667,2013-11-08,287.054166666667
"909",2014,11,8,13.0125,2014-11-08,286.1625
"910",2015,11,8,15.6461538461538,2015-11-08,288.796153846154
"911",2001,12,8,11.8458333333333,2001-12-08,284.995833333333
"912",2003,12,8,6.10833333333333,2003-12-08,279.258333333333
"913",2006,12,8,7.99166666666667,2006-12-08,281.141666666667
"914",2008,12,8,5.27916666666667,2008-12-08,278.429166666667
"915",2010,12,8,5.4875,2010-12-08,278.6375
"916",2011,12,8,10.175,2011-12-08,283.325
"917",2012,12,8,8.49583333333333,2012-12-08,281.645833333333
"918",2013,12,8,6.49583333333333,2013-12-08,279.645833333333
"919",2014,12,8,6.68333333333333,2014-12-08,279.833333333333
"920",2015,12,8,9.90769230769231,2015-12-08,283.057692307692
"921",2001,1,9,1.45217391304348,2001-01-09,274.602173913043
"922",2003,1,9,3.75,2003-01-09,276.9
"923",2006,1,9,4.67083333333333,2006-01-09,277.820833333333
"924",2008,1,9,5.62083333333333,2008-01-09,278.770833333333
"925",2010,1,9,1.15416666666667,2010-01-09,274.304166666667
"926",2011,1,9,1.59166666666667,2011-01-09,274.741666666667
"927",2012,1,9,5.3125,2012-01-09,278.4625
"928",2013,1,9,5.325,2013-01-09,278.475
"929",2014,1,9,1.47916666666667,2014-01-09,274.629166666667
"930",2015,1,9,3.39166666666667,2015-01-09,276.541666666667
"931",2001,2,9,4.0125,2001-02-09,277.1625
"932",2003,2,9,0.370833333333333,2003-02-09,273.520833333333
"933",2006,2,9,4.41666666666667,2006-02-09,277.566666666667
"934",2008,2,9,5.375,2008-02-09,278.525
"935",2010,2,9,0.183333333333333,2010-02-09,273.333333333333
"936",2011,2,9,1.3625,2011-02-09,274.5125
"937",2012,2,9,5.17916666666667,2012-02-09,278.329166666667
"938",2013,2,9,2.78333333333333,2013-02-09,275.933333333333
"939",2014,2,9,0.658333333333333,2014-02-09,273.808333333333
"940",2015,2,9,1.85833333333333,2015-02-09,275.008333333333
"941",2001,3,9,4.75,2001-03-09,277.9
"942",2003,3,9,2.35833333333333,2003-03-09,275.508333333333
"943",2006,3,9,4.9125,2006-03-09,278.0625
"944",2008,3,9,5.7625,2008-03-09,278.9125
"945",2010,3,9,4.8875,2010-03-09,278.0375
"946",2011,3,9,5.625,2011-03-09,278.775
"947",2012,3,9,7.67916666666667,2012-03-09,280.829166666667
"948",2013,3,9,4.30833333333333,2013-03-09,277.458333333333
"949",2014,3,9,2.51666666666667,2014-03-09,275.666666666667
"950",2001,4,9,10.1636363636364,2001-04-09,283.313636363636
"951",2003,4,9,7.17916666666667,2003-04-09,280.329166666667
"952",2006,4,9,10.3083333333333,2006-04-09,283.458333333333
"953",2008,4,9,9.30416666666667,2008-04-09,282.454166666667
"954",2010,4,9,13.2125,2010-04-09,286.3625
"955",2011,4,9,9.15833333333333,2011-04-09,282.308333333333
"956",2012,4,9,11.9958333333333,2012-04-09,285.145833333333
"957",2013,4,9,9.20833333333333,2013-04-09,282.358333333333
"958",2014,4,9,8.7625,2014-04-09,281.9125
"959",2001,5,9,16.9958333333333,2001-05-09,290.145833333333
"960",2003,5,9,15.6625,2003-05-09,288.8125
"961",2006,5,9,15.8583333333333,2006-05-09,289.008333333333
"962",2008,5,9,16.95,2008-05-09,290.1
"963",2010,5,9,16.8541666666667,2010-05-09,290.004166666667
"964",2011,5,9,17.0583333333333,2011-05-09,290.208333333333
"965",2012,5,9,16.8625,2012-05-09,290.0125
"966",2013,5,9,15.6541666666667,2013-05-09,288.804166666667
"967",2014,5,9,15.9666666666667,2014-05-09,289.116666666667
"968",2015,5,9,18.0375,2015-05-09,291.1875
"969",2001,6,9,21.325,2001-06-09,294.475
"970",2003,6,9,18.1041666666667,2003-06-09,291.254166666667
"971",2006,6,9,22.2166666666667,2006-06-09,295.366666666667
"972",2008,6,9,23.01,2008-06-09,296.16
"973",2010,6,9,22.85,2010-06-09,296
"974",2011,6,9,24.8916666666667,2011-06-09,298.041666666667
"975",2012,6,9,23,2012-06-09,296.15
"976",2013,6,9,22.0166666666667,2013-06-09,295.166666666667
"977",2014,6,9,22.2416666666667,2014-06-09,295.391666666667
"978",2015,6,9,21.6125,2015-06-09,294.7625
"979",2001,7,9,25.8642857142857,2001-07-09,299.014285714286
"980",2003,7,9,25.5833333333333,2003-07-09,298.733333333333
"981",2006,7,9,24.7708333333333,2006-07-09,297.920833333333
"982",2008,7,9,25.8,2008-07-09,298.95
"983",2010,7,9,27.9708333333333,2010-07-09,301.120833333333
"984",2011,7,9,26.6625,2011-07-09,299.8125
"985",2012,7,9,28.1958333333333,2012-07-09,301.345833333333
"986",2013,7,9,27.3625,2013-07-09,300.5125
"987",2014,7,9,25.6833333333333,2014-07-09,298.833333333333
"988",2015,7,9,26.3714285714286,2015-07-09,299.521428571429
"989",2003,8,9,26.3416666666667,2003-08-09,299.491666666667
"990",2006,8,9,27.7565217391304,2006-08-09,300.90652173913
"991",2008,8,9,26.2083333333333,2008-08-09,299.358333333333
"992",2010,8,9,27.6958333333333,2010-08-09,300.845833333333
"993",2011,8,9,27.8708333333333,2011-08-09,301.020833333333
"994",2012,8,9,28.4666666666667,2012-08-09,301.616666666667
"995",2013,8,9,25.575,2013-08-09,298.725
"996",2014,8,9,25.8875,2014-08-09,299.0375
"997",2015,8,9,26.0714285714286,2015-08-09,299.221428571429
"998",2006,9,9,23.7708333333333,2006-09-09,296.920833333333
"999",2008,9,9,25.3166666666667,2008-09-09,298.466666666667
"1000",2010,9,9,24.9666666666667,2010-09-09,298.116666666667
"1001",2011,9,9,23.725,2011-09-09,296.875
"1002",2012,9,9,26.3958333333333,2012-09-09,299.545833333333
"1003",2013,9,9,24.5541666666667,2013-09-09,297.704166666667
"1004",2014,9,9,25.2583333333333,2014-09-09,298.408333333333
"1005",2015,9,9,27.275,2015-09-09,300.425
"1006",2003,10,9,18.5416666666667,2003-10-09,291.691666666667
"1007",2006,10,9,18.6541666666667,2006-10-09,291.804166666667
"1008",2008,10,9,19.6875,2008-10-09,292.8375
"1009",2010,10,9,18.9958333333333,2010-10-09,292.145833333333
"1010",2011,10,9,18.9458333333333,2011-10-09,292.095833333333
"1011",2012,10,9,19.4958333333333,2012-10-09,292.645833333333
"1012",2013,10,9,21.1208333333333,2013-10-09,294.270833333333
"1013",2014,10,9,19.8875,2014-10-09,293.0375
"1014",2015,10,9,19.4,2015-10-09,292.55
"1015",2001,11,9,13.6,2001-11-09,286.75
"1016",2003,11,9,14.0083333333333,2003-11-09,287.158333333333
"1017",2006,11,9,12.3833333333333,2006-11-09,285.533333333333
"1018",2008,11,9,13.8375,2008-11-09,286.9875
"1019",2010,11,9,12.4375,2010-11-09,285.5875
"1020",2011,11,9,12.8125,2011-11-09,285.9625
"1021",2012,11,9,10.6083333333333,2012-11-09,283.758333333333
"1022",2013,11,9,13.2958333333333,2013-11-09,286.445833333333
"1023",2014,11,9,13.0208333333333,2014-11-09,286.170833333333
"1024",2015,11,9,15.14,2015-11-09,288.29
"1025",2001,12,9,11.4173913043478,2001-12-09,284.567391304348
"1026",2003,12,9,6.1,2003-12-09,279.25
"1027",2006,12,9,7.17916666666667,2006-12-09,280.329166666667
"1028",2008,12,9,5.03333333333333,2008-12-09,278.183333333333
"1029",2010,12,9,4.825,2010-12-09,277.975
"1030",2011,12,9,9.70416666666667,2011-12-09,282.854166666667
"1031",2012,12,9,8.725,2012-12-09,281.875
"1032",2013,12,9,6.11739130434783,2013-12-09,279.267391304348
"1033",2014,12,9,6.44583333333333,2014-12-09,279.595833333333
"1034",2015,12,9,9.8625,2015-12-09,283.0125
"1035",2001,1,10,0.716666666666667,2001-01-10,273.866666666667
"1036",2003,1,10,3.95416666666667,2003-01-10,277.104166666667
"1037",2006,1,10,4.6875,2006-01-10,277.8375
"1038",2008,1,10,5.72083333333333,2008-01-10,278.870833333333
"1039",2010,1,10,0.883333333333333,2010-01-10,274.033333333333
"1040",2011,1,10,1.14583333333333,2011-01-10,274.295833333333
"1041",2012,1,10,5.19166666666667,2012-01-10,278.341666666667
"1042",2013,1,10,5.42083333333333,2013-01-10,278.570833333333
"1043",2014,1,10,1.425,2014-01-10,274.575
"1044",2015,1,10,2.69166666666667,2015-01-10,275.841666666667
"1045",2001,2,10,4.10833333333333,2001-02-10,277.258333333333
"1046",2003,2,10,0.7375,2003-02-10,273.8875
"1047",2006,2,10,4.20869565217391,2006-02-10,277.358695652174
"1048",2008,2,10,5.43333333333333,2008-02-10,278.583333333333
"1049",2010,2,10,0.0409090909090909,2010-02-10,273.190909090909
"1050",2011,2,10,1.20416666666667,2011-02-10,274.354166666667
"1051",2012,2,10,5.3875,2012-02-10,278.5375
"1052",2013,2,10,3.02083333333333,2013-02-10,276.170833333333
"1053",2014,2,10,0.641666666666667,2014-02-10,273.791666666667
"1054",2015,2,10,1.79166666666667,2015-02-10,274.941666666667
"1055",2001,3,10,4.1,2001-03-10,277.25
"1056",2003,3,10,2.31666666666667,2003-03-10,275.466666666667
"1057",2006,3,10,5.49583333333333,2006-03-10,278.645833333333
"1058",2008,3,10,5.5875,2008-03-10,278.7375
"1059",2010,3,10,5.4,2010-03-10,278.55
"1060",2011,3,10,5.92916666666667,2011-03-10,279.079166666667
"1061",2012,3,10,7.4,2012-03-10,280.55
"1062",2013,3,10,4.83333333333333,2013-03-10,277.983333333333
"1063",2014,3,10,3.14583333333333,2014-03-10,276.295833333333
"1064",2001,4,10,10.8086956521739,2001-04-10,283.958695652174
"1065",2003,4,10,7.15217391304348,2003-04-10,280.302173913043
"1066",2006,4,10,10.5458333333333,2006-04-10,283.695833333333
"1067",2008,4,10,10.0208333333333,2008-04-10,283.170833333333
"1068",2010,4,10,13.1291666666667,2010-04-10,286.279166666667
"1069",2011,4,10,9.54166666666667,2011-04-10,282.691666666667
"1070",2012,4,10,12.0541666666667,2012-04-10,285.204166666667
"1071",2013,4,10,9.95416666666667,2013-04-10,283.104166666667
"1072",2014,4,10,9.60833333333333,2014-04-10,282.758333333333
"1073",2001,5,10,17.5416666666667,2001-05-10,290.691666666667
"1074",2003,5,10,15.7166666666667,2003-05-10,288.866666666667
"1075",2006,5,10,16.1791666666667,2006-05-10,289.329166666667
"1076",2008,5,10,16.425,2008-05-10,289.575
"1077",2010,5,10,16.3208333333333,2010-05-10,289.470833333333
"1078",2011,5,10,17.25,2011-05-10,290.4
"1079",2012,5,10,17.0416666666667,2012-05-10,290.191666666667
"1080",2013,5,10,16.0913043478261,2013-05-10,289.241304347826
"1081",2014,5,10,16.2833333333333,2014-05-10,289.433333333333
"1082",2015,5,10,18.6875,2015-05-10,291.8375
"1083",2001,6,10,21.475,2001-06-10,294.625
"1084",2003,6,10,18.9083333333333,2003-06-10,292.058333333333
"1085",2006,6,10,21.8708333333333,2006-06-10,295.020833333333
"1086",2010,6,10,22.2454545454545,2010-06-10,295.395454545455
"1087",2011,6,10,25.1583333333333,2011-06-10,298.308333333333
"1088",2012,6,10,23.4416666666667,2012-06-10,296.591666666667
"1089",2013,6,10,22.6,2013-06-10,295.75
"1090",2014,6,10,22.4708333333333,2014-06-10,295.620833333333
"1091",2015,6,10,22.2041666666667,2015-06-10,295.354166666667
"1092",2001,7,10,25.7086956521739,2001-07-10,298.858695652174
"1093",2003,7,10,24.9291666666667,2003-07-10,298.079166666667
"1094",2006,7,10,24.9208333333333,2006-07-10,298.070833333333
"1095",2008,7,10,25.875,2008-07-10,299.025
"1096",2010,7,10,27.55,2010-07-10,300.7
"1097",2011,7,10,27.2166666666667,2011-07-10,300.366666666667
"1098",2012,7,10,27.9541666666667,2012-07-10,301.104166666667
"1099",2013,7,10,27.4041666666667,2013-07-10,300.554166666667
"1100",2014,7,10,25.8125,2014-07-10,298.9625
"1101",2015,7,10,26.3076923076923,2015-07-10,299.457692307692
"1102",2003,8,10,26.2,2003-08-10,299.35
"1103",2006,8,10,27.3375,2006-08-10,300.4875
"1104",2008,8,10,26.2,2008-08-10,299.35
"1105",2010,8,10,27.7875,2010-08-10,300.9375
"1106",2011,8,10,27.6166666666667,2011-08-10,300.766666666667
"1107",2012,8,10,28.3125,2012-08-10,301.4625
"1108",2013,8,10,25.8333333333333,2013-08-10,298.983333333333
"1109",2014,8,10,26.2958333333333,2014-08-10,299.445833333333
"1110",2015,8,10,25.9666666666667,2015-08-10,299.116666666667
"1111",2006,9,10,24.0458333333333,2006-09-10,297.195833333333
"1112",2008,9,10,24.9541666666667,2008-09-10,298.104166666667
"1113",2010,9,10,24.1166666666667,2010-09-10,297.266666666667
"1114",2011,9,10,22.9916666666667,2011-09-10,296.141666666667
"1115",2012,9,10,25.8875,2012-09-10,299.0375
"1116",2013,9,10,24.5166666666667,2013-09-10,297.666666666667
"1117",2014,9,10,24.875,2014-09-10,298.025
"1118",2015,9,10,27.04,2015-09-10,300.19
"1119",2003,10,10,18.6125,2003-10-10,291.7625
"1120",2006,10,10,18.975,2006-10-10,292.125
"1121",2008,10,10,20.0652173913043,2008-10-10,293.215217391304
"1122",2010,10,10,19.0333333333333,2010-10-10,292.183333333333
"1123",2011,10,10,19.0875,2011-10-10,292.2375
"1124",2012,10,10,19.1666666666667,2012-10-10,292.316666666667
"1125",2013,10,10,20.1333333333333,2013-10-10,293.283333333333
"1126",2014,10,10,19.6583333333333,2014-10-10,292.808333333333
"1127",2015,10,10,19.2071428571429,2015-10-10,292.357142857143
"1128",2001,11,10,13.1958333333333,2001-11-10,286.345833333333
"1129",2003,11,10,13.3416666666667,2003-11-10,286.491666666667
"1130",2006,11,10,12.7458333333333,2006-11-10,285.895833333333
"1131",2008,11,10,13.4458333333333,2008-11-10,286.595833333333
"1132",2010,11,10,12.4916666666667,2010-11-10,285.641666666667
"1133",2011,11,10,13.0333333333333,2011-11-10,286.183333333333
"1134",2012,11,10,10.4458333333333,2012-11-10,283.595833333333
"1135",2013,11,10,13.3625,2013-11-10,286.5125
"1136",2014,11,10,13.0083333333333,2014-11-10,286.158333333333
"1137",2015,11,10,14.9,2015-11-10,288.05
"1138",2001,12,10,10.5521739130435,2001-12-10,283.702173913043
"1139",2003,12,10,6.02083333333333,2003-12-10,279.170833333333
"1140",2006,12,10,7.07916666666667,2006-12-10,280.229166666667
"1141",2008,12,10,5.94166666666667,2008-12-10,279.091666666667
"1142",2010,12,10,4.05416666666667,2010-12-10,277.204166666667
"1143",2011,12,10,9.37083333333333,2011-12-10,282.520833333333
"1144",2012,12,10,8.775,2012-12-10,281.925
"1145",2013,12,10,5.91666666666667,2013-12-10,279.066666666667
"1146",2014,12,10,6.43333333333333,2014-12-10,279.583333333333
"1147",2015,12,10,10.3416666666667,2015-12-10,283.491666666667
"1148",2001,1,11,1.30833333333333,2001-01-11,274.458333333333
"1149",2003,1,11,2.99166666666667,2003-01-11,276.141666666667
"1150",2006,1,11,4.85416666666667,2006-01-11,278.004166666667
"1151",2008,1,11,5.75833333333333,2008-01-11,278.908333333333
"1152",2010,1,11,0.6375,2010-01-11,273.7875
"1153",2011,1,11,0.933333333333333,2011-01-11,274.083333333333
"1154",2012,1,11,5.425,2012-01-11,278.575
"1155",2013,1,11,5.45833333333333,2013-01-11,278.608333333333
"1156",2014,1,11,1.6375,2014-01-11,274.7875
"1157",2015,1,11,2.0875,2015-01-11,275.2375
"1158",2001,2,11,2.90416666666667,2001-02-11,276.054166666667
"1159",2003,2,11,0.629166666666667,2003-02-11,273.779166666667
"1160",2006,2,11,4.22916666666667,2006-02-11,277.379166666667
"1161",2008,2,11,4.3625,2008-02-11,277.5125
"1162",2010,2,11,0.163636363636364,2010-02-11,273.313636363636
"1163",2011,2,11,1.12916666666667,2011-02-11,274.279166666667
"1164",2012,2,11,5.52916666666667,2012-02-11,278.679166666667
"1165",2013,2,11,3.1625,2013-02-11,276.3125
"1166",2014,2,11,0.1875,2014-02-11,273.3375
"1167",2015,2,11,1.66666666666667,2015-02-11,274.816666666667
"1168",2001,3,11,4.67083333333333,2001-03-11,277.820833333333
"1169",2003,3,11,2.4625,2003-03-11,275.6125
"1170",2006,3,11,6.1875,2006-03-11,279.3375
"1171",2008,3,11,5.94166666666667,2008-03-11,279.091666666667
"1172",2010,3,11,5.70416666666667,2010-03-11,278.854166666667
"1173",2011,3,11,6.3875,2011-03-11,279.5375
"1174",2012,3,11,7.3875,2012-03-11,280.5375
"1175",2013,3,11,5.25416666666667,2013-03-11,278.404166666667
"1176",2014,3,11,3.0875,2014-03-11,276.2375
"1177",2001,4,11,11.2347826086957,2001-04-11,284.384782608696
"1178",2003,4,11,7.26086956521739,2003-04-11,280.410869565217
"1179",2006,4,11,11.0041666666667,2006-04-11,284.154166666667
"1180",2008,4,11,10.7130434782609,2008-04-11,283.863043478261
"1181",2010,4,11,13.3708333333333,2010-04-11,286.520833333333
"1182",2011,4,11,10.0916666666667,2011-04-11,283.241666666667
"1183",2012,4,11,11.8791666666667,2012-04-11,285.029166666667
"1184",2013,4,11,10.5583333333333,2013-04-11,283.708333333333
"1185",2014,4,11,9.43333333333333,2014-04-11,282.583333333333
"1186",2001,5,11,18.1666666666667,2001-05-11,291.316666666667
"1187",2003,5,11,15.9869565217391,2003-05-11,289.136956521739
"1188",2006,5,11,16.5875,2006-05-11,289.7375
"1189",2008,5,11,16.425,2008-05-11,289.575
"1190",2010,5,11,16.1916666666667,2010-05-11,289.341666666667
"1191",2011,5,11,17.7416666666667,2011-05-11,290.891666666667
"1192",2012,5,11,16.9083333333333,2012-05-11,290.058333333333
"1193",2013,5,11,16.7125,2013-05-11,289.8625
"1194",2014,5,11,16.5583333333333,2014-05-11,289.708333333333
"1195",2015,5,11,19.2166666666667,2015-05-11,292.366666666667
"1196",2001,6,11,21.9416666666667,2001-06-11,295.091666666667
"1197",2003,6,11,19.4041666666667,2003-06-11,292.554166666667
"1198",2006,6,11,20.8333333333333,2006-06-11,293.983333333333
"1199",2010,6,11,22.6416666666667,2010-06-11,295.791666666667
"1200",2011,6,11,25.5708333333333,2011-06-11,298.720833333333
"1201",2012,6,11,23.9166666666667,2012-06-11,297.066666666667
"1202",2013,6,11,22.5304347826087,2013-06-11,295.680434782609
"1203",2014,6,11,22.7541666666667,2014-06-11,295.904166666667
"1204",2015,6,11,22.5791666666667,2015-06-11,295.729166666667
"1205",2001,7,11,25.75,2001-07-11,298.9
"1206",2003,7,11,25.1833333333333,2003-07-11,298.333333333333
"1207",2006,7,11,25.2416666666667,2006-07-11,298.391666666667
"1208",2008,7,11,26.3375,2008-07-11,299.4875
"1209",2010,7,11,26.6541666666667,2010-07-11,299.804166666667
"1210",2011,7,11,27.1,2011-07-11,300.25
"1211",2012,7,11,28.1,2012-07-11,301.25
"1212",2013,7,11,27.0916666666667,2013-07-11,300.241666666667
"1213",2014,7,11,26.0125,2014-07-11,299.1625
"1214",2015,7,11,26.4333333333333,2015-07-11,299.583333333333
"1215",2003,8,11,26.2,2003-08-11,299.35
"1216",2006,8,11,26.5791666666667,2006-08-11,299.729166666667
"1217",2008,8,11,25.7416666666667,2008-08-11,298.891666666667
"1218",2010,8,11,28.1916666666667,2010-08-11,301.341666666667
"1219",2011,8,11,27.5208333333333,2011-08-11,300.670833333333
"1220",2012,8,11,28.1416666666667,2012-08-11,301.291666666667
"1221",2013,8,11,25.8791666666667,2013-08-11,299.029166666667
"1222",2014,8,11,26.4666666666667,2014-08-11,299.616666666667
"1223",2015,8,11,25.8555555555556,2015-08-11,299.005555555556
"1224",2006,9,11,23.8,2006-09-11,296.95
"1225",2008,9,11,24.6916666666667,2008-09-11,297.841666666667
"1226",2010,9,11,23.7708333333333,2010-09-11,296.920833333333
"1227",2011,9,11,22.4541666666667,2011-09-11,295.604166666667
"1228",2012,9,11,25.1708333333333,2012-09-11,298.320833333333
"1229",2013,9,11,25.0333333333333,2013-09-11,298.183333333333
"1230",2014,9,11,25,2014-09-11,298.15
"1231",2015,9,11,26.7307692307692,2015-09-11,299.880769230769
"1232",2003,10,11,18.4833333333333,2003-10-11,291.633333333333
"1233",2006,10,11,19.2333333333333,2006-10-11,292.383333333333
"1234",2008,10,11,20.0260869565217,2008-10-11,293.176086956522
"1235",2010,10,11,19.3166666666667,2010-10-11,292.466666666667
"1236",2011,10,11,19.3791666666667,2011-10-11,292.529166666667
"1237",2012,10,11,18.7791666666667,2012-10-11,291.929166666667
"1238",2013,10,11,19.575,2013-10-11,292.725
"1239",2014,10,11,19.0375,2014-10-11,292.1875
"1240",2015,10,11,18.8466666666667,2015-10-11,291.996666666667
"1241",2001,11,11,13.3541666666667,2001-11-11,286.504166666667
"1242",2003,11,11,13.1,2003-11-11,286.25
"1243",2006,11,11,13.0666666666667,2006-11-11,286.216666666667
"1244",2008,11,11,12.6125,2008-11-11,285.7625
"1245",2010,11,11,12.3958333333333,2010-11-11,285.545833333333
"1246",2011,11,11,12.7208333333333,2011-11-11,285.870833333333
"1247",2012,11,11,10.725,2012-11-11,283.875
"1248",2013,11,11,12.9958333333333,2013-11-11,286.145833333333
"1249",2014,11,11,13.075,2014-11-11,286.225
"1250",2015,11,11,14.9111111111111,2015-11-11,288.061111111111
"1251",2001,12,11,10.7416666666667,2001-12-11,283.891666666667
"1252",2003,12,11,6.6375,2003-12-11,279.7875
"1253",2006,12,11,7.4,2006-12-11,280.55
"1254",2008,12,11,6.19166666666667,2008-12-11,279.341666666667
"1255",2010,12,11,4.20416666666667,2010-12-11,277.354166666667
"1256",2011,12,11,8.50833333333333,2011-12-11,281.658333333333
"1257",2012,12,11,8.95833333333333,2012-12-11,282.108333333333
"1258",2013,12,11,5.33333333333333,2013-12-11,278.483333333333
"1259",2014,12,11,6.12083333333333,2014-12-11,279.270833333333
"1260",2015,12,11,10.5,2015-12-11,283.65
"1261",2001,1,12,1.4125,2001-01-12,274.5625
"1262",2003,1,12,1.97916666666667,2003-01-12,275.129166666667
"1263",2006,1,12,4.97916666666667,2006-01-12,278.129166666667
"1264",2008,1,12,5.67083333333333,2008-01-12,278.820833333333
"1265",2010,1,12,0.733333333333333,2010-01-12,273.883333333333
"1266",2011,1,12,0.783333333333333,2011-01-12,273.933333333333
"1267",2012,1,12,5.75833333333333,2012-01-12,278.908333333333
"1268",2013,1,12,5.56666666666667,2013-01-12,278.716666666667
"1269",2014,1,12,2.30416666666667,2014-01-12,275.454166666667
"1270",2015,1,12,2.55416666666667,2015-01-12,275.704166666667
"1271",2001,2,12,2.87916666666667,2001-02-12,276.029166666667
"1272",2003,2,12,0.695833333333333,2003-02-12,273.845833333333
"1273",2006,2,12,3.72083333333333,2006-02-12,276.870833333333
"1274",2008,2,12,3.58333333333333,2008-02-12,276.733333333333
"1275",2010,2,12,0.479166666666667,2010-02-12,273.629166666667
"1276",2011,2,12,1.3,2011-02-12,274.45
"1277",2012,2,12,4.7875,2012-02-12,277.9375
"1278",2013,2,12,3.54166666666667,2013-02-12,276.691666666667
"1279",2014,2,12,0.05,2014-02-12,273.2
"1280",2015,2,12,1.81666666666667,2015-02-12,274.966666666667
"1281",2001,3,12,4.9,2001-03-12,278.05
"1282",2003,3,12,2.7875,2003-03-12,275.9375
"1283",2006,3,12,6.96666666666667,2006-03-12,280.116666666667
"1284",2008,3,12,6.42083333333333,2008-03-12,279.570833333333
"1285",2010,3,12,6.08333333333333,2010-03-12,279.233333333333
"1286",2011,3,12,6.25416666666667,2011-03-12,279.404166666667
"1287",2012,3,12,7.74166666666667,2012-03-12,280.891666666667
"1288",2013,3,12,5.7,2013-03-12,278.85
"1289",2014,3,12,3.4375,2014-03-12,276.5875
"1290",2001,4,12,11.7208333333333,2001-04-12,284.870833333333
"1291",2003,4,12,7.7125,2003-04-12,280.8625
"1292",2006,4,12,11.1083333333333,2006-04-12,284.258333333333
"1293",2008,4,12,11.325,2008-04-12,284.475
"1294",2010,4,12,13.775,2010-04-12,286.925
"1295",2011,4,12,10.6875,2011-04-12,283.8375
"1296",2012,4,12,11.6041666666667,2012-04-12,284.754166666667
"1297",2013,4,12,11.325,2013-04-12,284.475
"1298",2014,4,12,10.3,2014-04-12,283.45
"1299",2001,5,12,18.4083333333333,2001-05-12,291.558333333333
"1300",2003,5,12,16.0208333333333,2003-05-12,289.170833333333
"1301",2006,5,12,16.5666666666667,2006-05-12,289.716666666667
"1302",2008,5,12,15.5625,2008-05-12,288.7125
"1303",2010,5,12,15.8583333333333,2010-05-12,289.008333333333
"1304",2011,5,12,17.5208333333333,2011-05-12,290.670833333333
"1305",2012,5,12,17.2458333333333,2012-05-12,290.395833333333
"1306",2013,5,12,16.975,2013-05-12,290.125
"1307",2014,5,12,17.4333333333333,2014-05-12,290.583333333333
"1308",2015,5,12,19.4583333333333,2015-05-12,292.608333333333
"1309",2001,6,12,22.5875,2001-06-12,295.7375
"1310",2003,6,12,19.6916666666667,2003-06-12,292.841666666667
"1311",2006,6,12,20.6041666666667,2006-06-12,293.754166666667
"1312",2010,6,12,23.3863636363636,2010-06-12,296.536363636364
"1313",2011,6,12,25.6833333333333,2011-06-12,298.833333333333
"1314",2012,6,12,23.5583333333333,2012-06-12,296.708333333333
"1315",2013,6,12,23,2013-06-12,296.15
"1316",2014,6,12,23.0833333333333,2014-06-12,296.233333333333
"1317",2015,6,12,22.9652173913043,2015-06-12,296.115217391304
"1318",2001,7,12,24.9333333333333,2001-07-12,298.083333333333
"1319",2003,7,12,25.0565217391304,2003-07-12,298.20652173913
"1320",2006,7,12,25.9041666666667,2006-07-12,299.054166666667
"1321",2008,7,12,26.5333333333333,2008-07-12,299.683333333333
"1322",2010,7,12,26.9541666666667,2010-07-12,300.104166666667
"1323",2011,7,12,27.2333333333333,2011-07-12,300.383333333333
"1324",2012,7,12,27.8958333333333,2012-07-12,301.045833333333
"1325",2013,7,12,26.9541666666667,2013-07-12,300.104166666667
