"Location","Congener","Test_Data","Predicted_Data","RMSE","Correlation","NumTrees","Mtry","SplitRule","MinNodeSize","Factor2"
"Spokane River","PCB1",-0.0227337875727074,0.14859898396874,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.301897717195208,0.278386540850916,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.0492180226701817,0.0273021138133771,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.802089257881733,0.454348576548204,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.110589710299249,0.0742809274498262,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",-0.0376306643299789,0.0119430650314276,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.17376882313665,0.225947932739268,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",0.0899051114393979,0.191275046892302,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB1",-0.166852888087215,0.058697339246553,0.155976812105112,0.899980149183032,300,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.277366077466188,-0.201602618323495,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",0.0700378666077551,-0.117858437392928,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.30189945437661,-0.304026469045934,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",0.235528446907549,-0.0812632196121547,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.283996656365201,-0.31344220223045,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.316052869248488,-0.361717200301691,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.0343280287798933,-0.139251005425364,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.283996656365201,-0.199721957530263,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB2",-0.469800301796918,-0.241980472563469,0.154334344399777,0.794181943837719,500,5,"variance",5,88.8888888888889
"Spokane River","PCB3",-0.156144577376839,-0.0748777269290735,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.478566495593843,0.411729918465382,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.0863598306747482,0.0875690496817641,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.764176132390331,0.426576923203043,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.222716471147583,0.100045342488337,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",-0.124360062995832,-0.150059375915113,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.496929648073215,0.462545623456009,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",0.152288344383056,0.298388708980151,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB3",-0.306273051076353,-0.00979043939958251,0.167060965079769,0.893516535128398,200,5,"variance",5,88.8888888888889
"Spokane River","PCB4.10",0.272537777375237,0.204862430975781,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",0.733116981442064,0.539950314227803,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",0.0519239160461065,0.144293407214238,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",1.00796103333618,0.694094087758008,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",0.154423973114647,0.088403195402248,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",0.0951693514317552,0.113792478030934,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",0.4679039465228,0.518502803165402,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",-0.0619809025237897,0.316633581649754,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB4.10",-0.125518182300534,0.279204290395736,0.226900103329192,0.819298977829416,500,5,"variance",5,66.6666666666667
"Spokane River","PCB5.8",0.358315640082196,0.461208225586654,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
"Spokane River","PCB5.8",0.847510965203248,0.595165336698523,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
"Spokane River","PCB5.8",0.161368002234975,0.236365484864871,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
"Spokane River","PCB5.8",1.08511211326684,0.685586617483579,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
"Spokane River","PCB5.8",0.280122896302308,0.205524325956681,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
"Spokane River","PCB5.8",0.337858429041094,0.382764294873996,0.185443736646995,0.917931426992841,200,2,"variance",4,88.8888888888889
