"location","Observation","Predicted","RMSE","Pearson","Factor2_Percentage","NumTrees","Mtry","SplitRule","MinNodeSize"
"Passaic River",1712.66,1827.56306709426,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",1024.81,1215.37509295712,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",820.06,972.814491090674,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",1515.21,1423.79346914583,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",288.3,396.076294359345,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",1118.4,554.335711137686,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",618.7,554.335711137686,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",392.3,628.209781327112,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",59.87,180.053157192962,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",152.93,263.684709178712,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",139.2,263.684709178712,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",25.84,23.1181284932846,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",39.89,23.3060459876134,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",15.15,23.1181284932846,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",38.39,97.3793152624498,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",33.19,23.3060459876134,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",363.32,528.48833075839,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",553.65,759.884379918777,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",2100,2357.31046685658,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",2451.23,2867.3315799699,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",2993.72,2840.27683073319,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",47.62,180.053157192962,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",2882.15,1683.24465307366,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",128.79,133.919143442863,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",11958.333,4416.84574184262,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",8005.261,14488.1168587069,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",22639.519,17145.9237273961,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",8614.455,14488.1168587069,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",8579.834,6898.91303054371,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",37765.675,20159.2590694388,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",99321.21,30108.5988976877,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",7528.074,25980.5380175381,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",9829.831,11691.2280955315,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
"Passaic River",17252.347,13358.2604984899,0.218984972486118,0.950179543313519,85.0828729281768,5000,6,"variance",5
