"","Location","Congener","Test_Data","Predicted_Data","RMSE","Correlation","NumTrees","Mtry","SplitRule","MinNodeSize","Factor2"
"40","Bannister Fed Complex","PCB15",2.40140054078154,2.44996896962149,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"41","Bannister Fed Complex","PCB15",3.04139268515822,2.83373038193379,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"42","Bannister Fed Complex","PCB15",3.65609820201283,3.18686357805735,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"43","Bannister Fed Complex","PCB15",3.02118929906994,3.12533442323816,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"44","Bannister Fed Complex","PCB15",2.9484129657786,3.30947869853947,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"45","Bannister Fed Complex","PCB15",2.87040390527903,3.45953502669039,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"46","Bannister Fed Complex","PCB15",2.60745502321467,3.09466517977139,0.342171690272609,0.493996764492648,500,2,"variance",10,55.5555555555556
"47","Bannister Fed Complex","PCB16.32",2.89320675305985,2.90264084749037,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"48","Bannister Fed Complex","PCB16.32",1.92788341033071,2.0429821295904,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"49","Bannister Fed Complex","PCB16.32",3.50310943667137,3.34449905342682,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"50","Bannister Fed Complex","PCB16.32",3.53262700122889,3.30636511762964,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"51","Bannister Fed Complex","PCB16.32",2.80955971463527,2.79908582731915,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"52","Bannister Fed Complex","PCB16.32",3.14082218010931,3.04599954643797,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"53","Bannister Fed Complex","PCB16.32",2.83250891270624,3.15534880817764,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"54","Bannister Fed Complex","PCB16.32",2.97680833733807,3.27726944766629,0.191471904615059,0.918066656297457,100,4,"variance",5,87.5
"55","Bannister Fed Complex","PCB17",3.07554696139253,2.65070366165117,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"56","Bannister Fed Complex","PCB17",2.00860017176192,2.24550349026139,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"57","Bannister Fed Complex","PCB17",3.28780172993023,3.08545509204181,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"58","Bannister Fed Complex","PCB17",3.2380461031288,2.81522694984929,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"59","Bannister Fed Complex","PCB17",2.53019969820308,2.46986556698644,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"60","Bannister Fed Complex","PCB17",2.79588001734408,2.56025747086279,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"61","Bannister Fed Complex","PCB17",2.74036268949424,3.07760820644794,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"62","Bannister Fed Complex","PCB17",3.89872518158949,3.12323905789876,0.392206366030398,0.795919877921021,100,4,"variance",10,50
"63","Bannister Fed Complex","PCB18.30",2.12385164096709,2.72357637684035,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"64","Bannister Fed Complex","PCB18.30",2.11394335230684,2.72357637684035,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"65","Bannister Fed Complex","PCB18.30",2.87273882747267,2.975480219698,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"66","Bannister Fed Complex","PCB18.30",2.61909333062674,2.69558382733333,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"67","Bannister Fed Complex","PCB18.30",2.9304395947667,2.74116750061049,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"68","Bannister Fed Complex","PCB18.30",2.49276038902684,2.66707882427017,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"69","Bannister Fed Complex","PCB18.30",2.8318697742805,3.01871534379038,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"70","Bannister Fed Complex","PCB18.30",2.70156798505593,2.77560195233186,0.326789670665818,0.543648952856644,100,4,"variance",10,75
"71","Bannister Fed Complex","PCB19",2.8481891169914,2.43051925592158,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"72","Bannister Fed Complex","PCB19",2.24303804868629,2.27018499755484,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"73","Bannister Fed Complex","PCB19",1.95999483832842,2.31598380081345,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"74","Bannister Fed Complex","PCB19",3.14301480025409,3.62683629790946,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"75","Bannister Fed Complex","PCB19",3.66745295288995,3.45117894340727,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"76","Bannister Fed Complex","PCB19",3.14612803567824,3.17773218805351,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"77","Bannister Fed Complex","PCB19",2.9731278535997,3.13233884509573,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"78","Bannister Fed Complex","PCB19",2.86805636182304,3.22079749474751,0.302808555233059,0.836248554290963,1000,2,"variance",3,50
"79","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.12385164096709,2.84811938755214,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"80","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.32159843046534,2.83054120726576,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"81","Bannister Fed Complex","PCB20.21.28.31.33.50.53",2.65127801399814,2.53685714412574,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"82","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.87535069657929,3.41268031597356,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"83","Bannister Fed Complex","PCB20.21.28.31.33.50.53",2.80277372529198,2.97192096069528,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"84","Bannister Fed Complex","PCB20.21.28.31.33.50.53",2.80277372529198,2.96545089763591,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"85","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.39357520326959,3.39340187347353,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"86","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.53453375600512,4.07501824857173,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"87","Bannister Fed Complex","PCB20.21.28.31.33.50.53",3.61384182187607,3.83670722547384,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"88","Bannister Fed Complex","PCB20.21.28.31.33.50.53",2.39093510710338,3.48183421226243,0.461654578741964,0.506300423630936,500,2,"variance",3,60
"89","Bannister Fed Complex","PCB22",1.92116605063774,2.1913842598459,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"90","Bannister Fed Complex","PCB22",2.59659709562646,2.8729491012261,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"91","Bannister Fed Complex","PCB22",3.06818586174616,2.8219327266997,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"92","Bannister Fed Complex","PCB22",3.14301480025409,2.87479461026139,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"93","Bannister Fed Complex","PCB22",2.39794000867204,2.2054403691992,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"94","Bannister Fed Complex","PCB22",3.23044892137827,3.17503473663841,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"95","Bannister Fed Complex","PCB22",3.26951294421792,3.17650969445068,0.217369808641326,0.89874512769685,500,4,"variance",10,100
"96","Bannister Fed Complex","PCB37.42",2.61278385671974,2.61019469759061,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"97","Bannister Fed Complex","PCB37.42",1.86628733908419,2.04865200673283,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"98","Bannister Fed Complex","PCB37.42",3.15715443990628,3.05927816012288,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"99","Bannister Fed Complex","PCB37.42",3.29556709996248,3.12666951346925,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"100","Bannister Fed Complex","PCB37.42",3.0542299098634,3.31265023617223,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"101","Bannister Fed Complex","PCB37.42",3.12385164096709,3.05942590270884,0.154002963942662,0.953799560506106,100,4,"variance",5,100
"102","Bannister Fed Complex","PCB40.41.64.71.72",1.83632411570675,1.88770396386834,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"103","Bannister Fed Complex","PCB40.41.64.71.72",3.2523675144599,3.28774547352548,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"104","Bannister Fed Complex","PCB40.41.64.71.72",3.55509444857832,3.33669260476847,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"105","Bannister Fed Complex","PCB40.41.64.71.72",1.96567197122011,2.01997022051787,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"106","Bannister Fed Complex","PCB40.41.64.71.72",1.86569605991607,1.99712486939382,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"107","Bannister Fed Complex","PCB40.41.64.71.72",3.07809415040641,3.6154051146945,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"108","Bannister Fed Complex","PCB40.41.64.71.72",4.24919835739111,3.49538223146883,0.364251583004013,0.914956352320525,100,4,"variance",3,71.4285714285714
"109","Bannister Fed Complex","PCB43.49.52.69.73",2.75434833571102,2.59752656603499,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"110","Bannister Fed Complex","PCB43.49.52.69.73",2.09342168516224,2.22199890035247,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"111","Bannister Fed Complex","PCB43.49.52.69.73",2.86510397464113,3.36453344161356,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"112","Bannister Fed Complex","PCB43.49.52.69.73",3.71432975974523,2.75553814511111,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"113","Bannister Fed Complex","PCB43.49.52.69.73",2.9329808219232,2.79894774399173,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"114","Bannister Fed Complex","PCB43.49.52.69.73",2.93449845124357,2.80060988777952,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"115","Bannister Fed Complex","PCB43.49.52.69.73",3.76042248342321,2.86466034039551,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"116","Bannister Fed Complex","PCB43.49.52.69.73",3.45484486000851,3.13023518607811,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"117","Bannister Fed Complex","PCB43.49.52.69.73",4.07736790528416,3.16167699638474,0.576577876769628,0.576585836496381,500,2,"variance",10,44.4444444444444
"118","Bannister Fed Complex","PCB44.47.65",3.2718416065365,3.14555998104571,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"119","Bannister Fed Complex","PCB44.47.65",3.2380461031288,3.14774662122134,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"120","Bannister Fed Complex","PCB44.47.65",2.68124123737559,2.6852121682252,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"121","Bannister Fed Complex","PCB44.47.65",4.14301480025409,3.47539652630254,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"122","Bannister Fed Complex","PCB44.47.65",3.4814426285023,3.45910242331157,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"123","Bannister Fed Complex","PCB44.47.65",3.31175386105575,3.55495234978685,0.297062160460364,0.772375723374002,100,2,"variance",10,83.3333333333333
"124","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",1.8998205024271,2.19478127120749,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"125","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",1.8998205024271,2.19363469608912,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"126","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",2.75815462196739,3.33974554154034,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"127","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",3.24303804868629,3.33039297494396,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"128","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",3.26997967664532,3.30024270423289,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"129","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",3.15956719323362,3.34631489658646,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"130","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",3.85913829729453,3.64543007021907,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"131","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",4.26857797188284,3.75535600099547,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"132","Bannister Fed Complex","PCB61.66.70.74.76.93.95.98.100.102",3.71332250498703,3.68315200321552,0.310013678700492,0.947883745773528,1000,2,"variance",3,77.7777777777778
"133","Chesapeake Bay","PCB4.10",2.47738737961415,1.92646953430186,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"134","Chesapeake Bay","PCB4.10",1.75663610824585,1.99844795952377,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"135","Chesapeake Bay","PCB4.10",2.47553506113536,2.34724415447916,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"136","Chesapeake Bay","PCB4.10",1.76492298464989,2.54343354604611,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"137","Chesapeake Bay","PCB4.10",2.05461305455689,2.2346508265924,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"138","Chesapeake Bay","PCB4.10",2.65686449154892,2.85052740019404,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"139","Chesapeake Bay","PCB4.10",3.36951913903598,3.37355055235889,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"140","Chesapeake Bay","PCB4.10",2.26481782300954,2.38172839015244,0.365397719818004,0.725570673332732,5000,4,"variance",5,75
"141","Chesapeake Bay","PCB5.8",3.28408566793553,2.49848508965061,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"142","Chesapeake Bay","PCB5.8",2,1.73750718917628,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"143","Chesapeake Bay","PCB5.8",3.13644433428931,2.51474922427929,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"144","Chesapeake Bay","PCB5.8",3.33106537643114,2.13310198046814,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"145","Chesapeake Bay","PCB5.8",0.583198773968623,1.99985569136724,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"146","Chesapeake Bay","PCB5.8",1.45178643552429,2.4721298009474,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"147","Chesapeake Bay","PCB5.8",1.70286117057293,1.71344932228916,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"148","Chesapeake Bay","PCB5.8",2.00432137378264,2.20986352077872,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"149","Chesapeake Bay","PCB5.8",3.43105652180405,2.86425994894143,0.810988922745759,0.567444966570874,1000,2,"variance",4,33.3333333333333
"150","Chesapeake Bay","PCB7.9",2.05943646760417,1.45055647140218,0.760077100107103,0.407510918827291,4000,4,"variance",5,20
"151","Chesapeake Bay","PCB7.9",1.33361773175349,1.52671432908326,0.760077100107103,0.407510918827291,4000,4,"variance",5,20
"152","Chesapeake Bay","PCB7.9",1.18502318935817,1.58057307235595,0.760077100107103,0.407510918827291,4000,4,"variance",5,20
"153","Chesapeake Bay","PCB7.9",0.900080539389403,1.71874560297887,0.760077100107103,0.407510918827291,4000,4,"variance",5,20
"154","Chesapeake Bay","PCB7.9",3.1251883262236,1.83915074956445,0.760077100107103,0.407510918827291,4000,4,"variance",5,20
"155","Chesapeake Bay","PCB12.13",1.69381543989212,1.61363046401002,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"156","Chesapeake Bay","PCB12.13",1.8488047010518,1.72588953711125,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"157","Chesapeake Bay","PCB12.13",1.12818358052455,2.49199425770091,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"158","Chesapeake Bay","PCB12.13",2.95932269114274,1.96609883167323,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"159","Chesapeake Bay","PCB12.13",2.04771644611267,1.95353659500881,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"160","Chesapeake Bay","PCB12.13",1.84489344508483,1.71148286609602,0.694583711420443,-0.317997570610402,1000,2,"variance",5,66.6666666666667
"161","Chesapeake Bay","PCB16.32",2.64979271460455,2.19696497408091,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"162","Chesapeake Bay","PCB16.32",0.785549359450315,1.60227147901172,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"163","Chesapeake Bay","PCB16.32",1.60228891991152,1.58697461472248,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"164","Chesapeake Bay","PCB16.32",2.49136169383427,1.86552609267209,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"165","Chesapeake Bay","PCB16.32",2.34311305484594,2.51445392713379,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"166","Chesapeake Bay","PCB16.32",3.17037907642307,2.36051295205568,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"167","Chesapeake Bay","PCB16.32",2.83770330901967,2.93420667797358,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"168","Chesapeake Bay","PCB16.32",1.63978521298682,1.70011820525228,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"169","Chesapeake Bay","PCB16.32",1.04883008652835,1.76029062078744,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"170","Chesapeake Bay","PCB16.32",2.21031851982623,2.13837632961972,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"171","Chesapeake Bay","PCB16.32",2.84132140018407,2.51429318729885,0.4843445183907,0.789768122161668,5000,2,"variance",3,45.4545454545455
"172","Chesapeake Bay","PCB20.21.28.31.33.50.53",1.35793484700045,2.25768551993579,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"173","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.75204844781944,2.13692841407127,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"174","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.38560627359831,2.24607765453304,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"175","Chesapeake Bay","PCB20.21.28.31.33.50.53",1.99176315983158,2.45957228968154,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"176","Chesapeake Bay","PCB20.21.28.31.33.50.53",1.57518784492766,2.17256357393647,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"177","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.29292029960001,2.24776932525757,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"178","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.3155505344219,2.46989823653393,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"179","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.68322720604144,2.07946210831544,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"180","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.52817082108717,1.83347389870444,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"181","Chesapeake Bay","PCB20.21.28.31.33.50.53",3.32047863315762,3.06516498229088,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"182","Chesapeake Bay","PCB20.21.28.31.33.50.53",1.75815462196739,1.84884570607697,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"183","Chesapeake Bay","PCB20.21.28.31.33.50.53",1.45101845215546,1.60084943440973,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"184","Chesapeake Bay","PCB20.21.28.31.33.50.53",0.606381365110605,1.77949939188771,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"185","Chesapeake Bay","PCB20.21.28.31.33.50.53",2.91726127790841,2.98308552514926,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"186","Chesapeake Bay","PCB20.21.28.31.33.50.53",3.27399670466559,2.91747066146466,0.532891611954334,0.701214197233394,1000,4,"variance",3,46.6666666666667
"187","Chesapeake Bay","PCB37.42",2.44955948018337,1.95810560190991,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"188","Chesapeake Bay","PCB37.42",1.73787969244226,1.39038887626804,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"189","Chesapeake Bay","PCB37.42",0.809150449110618,1.30134587850875,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"190","Chesapeake Bay","PCB37.42",1.32530581662595,1.63136600014159,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"191","Chesapeake Bay","PCB37.42",1.3156564162849,1.58859162521848,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"192","Chesapeake Bay","PCB37.42",2.32029567267858,2.50029177842578,0.366310020067081,0.790350723936308,4000,4,"variance",3,33.3333333333333
"193","Chesapeake Bay","PCB40.41.64.71.72",2.1360860973841,1.90089823700703,0.694675335686251,0.655688786907251,4000,2,"variance",3,31.25
"194","Chesapeake Bay","PCB40.41.64.71.72",2.32180548385754,1.94532989330203,0.694675335686251,0.655688786907251,4000,2,"variance",3,31.25
"195","Chesapeake Bay","PCB40.41.64.71.72",2.17580163284828,1.44146816157254,0.694675335686251,0.655688786907251,4000,2,"variance",3,31.25
"196","Chesapeake Bay","PCB40.41.64.71.72",3.01317440987887,2.08836404633437,0.694675335686251,0.655688786907251,4000,2,"variance",3,31.25
"197","Chesapeake Bay","PCB40.41.64.71.72",2.59350758933177,1.86904471403452,0.694675335686251,0.655688786907251,4000,2,"variance",3,31.25
