"","SiteID","date","Latitude","Longitude","tPCB","LocationName"
"1040","WCPCB-IND001",2017-04-10,41.64878,-87.4684,13896.821,"Indiana Harbor and Ship Canal"
"1041","WCPCB-IND001",2017-05-10,41.64878,-87.4684,12550.809,"Indiana Harbor and Ship Canal"
"1042","WCPCB-IND001",2017-07-10,41.64878,-87.4684,13266.226,"Indiana Harbor and Ship Canal"
"1043","WCPCB-IND001",2017-08-20,41.64878,-87.4684,15623.025,"Indiana Harbor and Ship Canal"
"1044","WCPCB-IND001",2017-09-20,41.64878,-87.4684,15512.283,"Indiana Harbor and Ship Canal"
"1045","WCPCB-IND001",2017-10-05,41.64878,-87.4684,15806.419,"Indiana Harbor and Ship Canal"
"1046","WCPCB-IND002",2006-08-07,41.672233,-87.439656,11210.489626,"Indiana Harbor and Ship Canal"
"1047","WCPCB-IND003",2006-08-07,41.668963,-87.43648,17670.702436,"Indiana Harbor and Ship Canal"
"1048","WCPCB-IND004",2006-08-08,41.668386,-87.439913,29096.799552,"Indiana Harbor and Ship Canal"
"1049","WCPCB-IND005",2006-08-08,41.66445,-87.44604,31950.500241,"Indiana Harbor and Ship Canal"
"1050","WCPCB-IND006",2006-08-08,41.659767,-87.452781,42186.788978,"Indiana Harbor and Ship Canal"
"1051","WCPCB-IND007",2006-08-09,41.654793,-87.459549,42909.459188,"Indiana Harbor and Ship Canal"
"1052","WCPCB-IND008",2006-08-09,41.65185,-87.463765,31577.469683,"Indiana Harbor and Ship Canal"
"1053","WCPCB-IND009",2006-08-10,41.640629,-87.471145,69239.376047,"Indiana Harbor and Ship Canal"
"1054","WCPCB-IND010",2006-08-10,41.646733,-87.480173,36656.675222,"Indiana Harbor and Ship Canal"
"1055","WCPCB-KAL001",2000-03-03,42.288979,-85.510397,7001.5111271,"Kalamazoo River"
"1056","WCPCB-KAL001",2000-03-15,42.288979,-85.510397,11002.3746273,"Kalamazoo River"
"1057","WCPCB-KAL001",2000-03-29,42.288979,-85.510397,5101.10096466,"Kalamazoo River"
"1058","WCPCB-KAL001",2000-04-12,42.288979,-85.510397,6201.338427132,"Kalamazoo River"
"1059","WCPCB-KAL001",2000-04-12,42.288979,-85.510397,6001.29525218,"Kalamazoo River"
"1060","WCPCB-KAL001",2000-04-21,42.288979,-85.510397,12802.763204076,"Kalamazoo River"
"1061","WCPCB-KAL001",2000-04-22,42.288979,-85.510397,12002.5905036,"Kalamazoo River"
"1062","WCPCB-KAL001",2000-04-23,42.288979,-85.510397,7701.662240045,"Kalamazoo River"
"1063","WCPCB-KAL001",2000-04-24,42.288979,-85.510397,11025.961433,"Kalamazoo River"
"1064","WCPCB-KAL001",2000-04-25,42.288979,-85.510397,10002.1587532,"Kalamazoo River"
"1065","WCPCB-KAL001",2000-04-27,42.288979,-85.510397,11019.43032825,"Kalamazoo River"
"1066","WCPCB-KAL001",2000-04-29,42.288979,-85.510397,6301.360014335,"Kalamazoo River"
"1067","WCPCB-KAL001",2000-04-29,42.288979,-85.510397,6601.42477713,"Kalamazoo River"
"1068","WCPCB-KAL001",2000-05-01,42.288979,-85.510397,12002.5905036,"Kalamazoo River"
"1069","WCPCB-KAL001",2000-05-16,42.288979,-85.510397,11002.3746273,"Kalamazoo River"
"1070","WCPCB-KAL001",2000-06-01,42.288979,-85.510397,16037.76208258,"Kalamazoo River"
"1071","WCPCB-KAL001",2000-06-15,42.288979,-85.510397,15003.23813015,"Kalamazoo River"
"1072","WCPCB-KAL001",2000-06-29,42.288979,-85.510397,17003.66987998,"Kalamazoo River"
"1073","WCPCB-KAL001",2000-07-13,42.288979,-85.510397,14003.0222541,"Kalamazoo River"
"1074","WCPCB-KAL001",2000-07-13,42.288979,-85.510397,15003.23813015,"Kalamazoo River"
"1075","WCPCB-KAL001",2000-07-26,42.288979,-85.510397,29006.26038434,"Kalamazoo River"
"1076","WCPCB-KAL001",2000-08-15,42.288979,-85.510397,13002.80637921,"Kalamazoo River"
"1077","WCPCB-KAL001",2000-08-31,42.288979,-85.510397,17003.66987998,"Kalamazoo River"
"1078","WCPCB-KAL001",2000-08-31,42.288979,-85.510397,13002.80637921,"Kalamazoo River"
"1079","WCPCB-KAL001",2000-09-26,42.288979,-85.510397,7216.992937794,"Kalamazoo River"
"1080","WCPCB-KAL001",2000-10-10,42.288979,-85.510397,10002.1587532,"Kalamazoo River"
"1081","WCPCB-KAL001",2000-10-24,42.288979,-85.510397,13002.80637921,"Kalamazoo River"
"1082","WCPCB-KAL001",2000-11-08,42.288979,-85.510397,13002.80637921,"Kalamazoo River"
"1083","WCPCB-KAL001",2000-11-08,42.288979,-85.510397,8119.117055,"Kalamazoo River"
"1084","WCPCB-KAL001",2000-11-30,42.288979,-85.510397,3506.18237701,"Kalamazoo River"
"1085","WCPCB-KAL001",2001-01-24,42.288979,-85.510397,5301.14413976,"Kalamazoo River"
"1086","WCPCB-KAL001",2001-02-10,42.288979,-85.510397,6314.868820636,"Kalamazoo River"
"1087","WCPCB-KAL001",2001-02-11,42.288979,-85.510397,7312.894672503,"Kalamazoo River"
"1088","WCPCB-KAL001",2001-02-11,42.288979,-85.510397,8701.878115624,"Kalamazoo River"
"1089","WCPCB-KAL001",2001-02-13,42.288979,-85.510397,5701.230489532,"Kalamazoo River"
"1090","WCPCB-KAL001",2001-02-14,42.288979,-85.510397,19004.10163047,"Kalamazoo River"
"1091","WCPCB-KAL001",2001-02-15,42.288979,-85.510397,22004.74925676,"Kalamazoo River"
"1092","WCPCB-KAL001",2001-02-16,42.288979,-85.510397,43009.28263635,"Kalamazoo River"
"1093","WCPCB-KAL001",2001-02-17,42.288979,-85.510397,40008.635014,"Kalamazoo River"
"1094","WCPCB-KAL001",2001-02-18,42.288979,-85.510397,20004.3175064,"Kalamazoo River"
"1095","WCPCB-KAL001",2001-02-18,42.288979,-85.510397,6410.24,"Kalamazoo River"
"1096","WCPCB-KAL001",2001-02-20,42.288979,-85.510397,19044.8424739,"Kalamazoo River"
"1097","WCPCB-KAL001",2001-02-22,42.288979,-85.510397,15003.23813015,"Kalamazoo River"
"1098","WCPCB-KAL001",2001-02-24,42.288979,-85.510397,4200.90667623,"Kalamazoo River"
"1099","WCPCB-KAL002",2000-03-03,42.284982,-85.578164,8901.921290758,"Kalamazoo River"
"1100","WCPCB-KAL002",2000-03-15,42.284982,-85.578164,8301.791764846,"Kalamazoo River"
"1101","WCPCB-KAL002",2000-03-15,42.284982,-85.578164,9702.093990044,"Kalamazoo River"
"1102","WCPCB-KAL002",2000-03-29,42.284982,-85.578164,7001.5111271,"Kalamazoo River"
"1103","WCPCB-KAL002",2000-04-12,42.284982,-85.578164,4500.971438975,"Kalamazoo River"
"1104","WCPCB-KAL002",2000-04-21,42.284982,-85.578164,11025.961433,"Kalamazoo River"
"1105","WCPCB-KAL002",2000-04-22,42.284982,-85.578164,13002.80637921,"Kalamazoo River"
"1106","WCPCB-KAL002",2000-04-23,42.284982,-85.578164,11002.3746273,"Kalamazoo River"
"1107","WCPCB-KAL002",2000-04-23,42.284982,-85.578164,11002.3746273,"Kalamazoo River"
"1108","WCPCB-KAL002",2000-04-24,42.284982,-85.578164,13030.68169309,"Kalamazoo River"
"1109","WCPCB-KAL002",2000-04-25,42.284982,-85.578164,14003.0222541,"Kalamazoo River"
"1110","WCPCB-KAL002",2000-04-27,42.284982,-85.578164,17003.66987998,"Kalamazoo River"
"1111","WCPCB-KAL002",2000-04-27,42.284982,-85.578164,15003.23813015,"Kalamazoo River"
"1112","WCPCB-KAL002",2000-04-29,42.284982,-85.578164,8301.791764846,"Kalamazoo River"
"1113","WCPCB-KAL002",2000-05-01,42.284982,-85.578164,20004.3175064,"Kalamazoo River"
"1114","WCPCB-KAL002",2000-05-16,42.284982,-85.578164,18003.8857572,"Kalamazoo River"
"1115","WCPCB-KAL002",2000-06-01,42.284982,-85.578164,11002.3746273,"Kalamazoo River"
"1116","WCPCB-KAL002",2000-06-15,42.284982,-85.578164,15003.23813015,"Kalamazoo River"
"1117","WCPCB-KAL002",2000-06-29,42.284982,-85.578164,30006.4762591,"Kalamazoo River"
"1118","WCPCB-KAL002",2000-07-13,42.284982,-85.578164,16003.45400474,"Kalamazoo River"
"1119","WCPCB-KAL002",2000-07-13,42.284982,-85.578164,17003.66987998,"Kalamazoo River"
"1120","WCPCB-KAL002",2000-07-27,42.284982,-85.578164,13002.80637921,"Kalamazoo River"
"1121","WCPCB-KAL002",2000-07-27,42.284982,-85.578164,11002.3746273,"Kalamazoo River"
"1122","WCPCB-KAL002",2000-08-15,42.284982,-85.578164,12002.5905036,"Kalamazoo River"
"1123","WCPCB-KAL002",2000-08-31,42.284982,-85.578164,14003.0222541,"Kalamazoo River"
"1124","WCPCB-KAL002",2000-09-12,42.284982,-85.578164,5008.83196765,"Kalamazoo River"
"1125","WCPCB-KAL002",2000-09-12,42.284982,-85.578164,39008.41913855,"Kalamazoo River"
"1126","WCPCB-KAL002",2000-09-26,42.284982,-85.578164,7417.464962978,"Kalamazoo River"
"1127","WCPCB-KAL002",2000-10-10,42.284982,-85.578164,12002.5905036,"Kalamazoo River"
"1128","WCPCB-KAL002",2000-10-24,42.284982,-85.578164,14003.0222541,"Kalamazoo River"
"1129","WCPCB-KAL002",2000-10-24,42.284982,-85.578164,11002.3746273,"Kalamazoo River"
"1130","WCPCB-KAL002",2000-11-08,42.284982,-85.578164,18003.8857572,"Kalamazoo River"
"1131","WCPCB-KAL002",2000-11-30,42.284982,-85.578164,6901.489540015,"Kalamazoo River"
"1132","WCPCB-KAL002",2000-12-14,42.284982,-85.578164,140030.222541,"Kalamazoo River"
"1133","WCPCB-KAL002",2001-02-10,42.284982,-85.578164,6314.868820636,"Kalamazoo River"
"1134","WCPCB-KAL002",2001-02-22,42.284982,-85.578164,6610.56,"Kalamazoo River"
"1135","WCPCB-KAL003",2000-03-03,42.644222,-86.115952,4600.9930264,"Kalamazoo River"
"1136","WCPCB-KAL003",2000-03-15,42.644222,-86.115952,9302.007640506,"Kalamazoo River"
"1137","WCPCB-KAL003",2000-03-29,42.644222,-86.115952,4200.90667623,"Kalamazoo River"
"1138","WCPCB-KAL003",2000-04-12,42.644222,-86.115952,19050.87359318,"Kalamazoo River"
"1139","WCPCB-KAL003",2000-04-21,42.644222,-86.115952,5401.16572653,"Kalamazoo River"
"1140","WCPCB-KAL003",2000-04-22,42.644222,-86.115952,6510.4,"Kalamazoo River"
"1141","WCPCB-KAL003",2000-04-23,42.644222,-86.115952,6400,"Kalamazoo River"
"1142","WCPCB-KAL003",2000-04-24,42.644222,-86.115952,6500,"Kalamazoo River"
"1143","WCPCB-KAL003",2000-04-25,42.644222,-86.115952,6410.24,"Kalamazoo River"
"1144","WCPCB-KAL003",2000-04-27,42.644222,-86.115952,5601.20890155,"Kalamazoo River"
"1145","WCPCB-KAL003",2000-04-29,42.644222,-86.115952,6001.29525218,"Kalamazoo River"
"1146","WCPCB-KAL003",2000-05-01,42.644222,-86.115952,7801.68382789,"Kalamazoo River"
"1147","WCPCB-KAL003",2000-05-16,42.644222,-86.115952,4000.8635014,"Kalamazoo River"
"1148","WCPCB-KAL003",2000-06-01,42.644222,-86.115952,5401.16572653,"Kalamazoo River"
"1149","WCPCB-KAL003",2000-06-15,42.644222,-86.115952,5201.12255175,"Kalamazoo River"
"1150","WCPCB-KAL003",2000-06-29,42.644222,-86.115952,6401.38160241,"Kalamazoo River"
"1151","WCPCB-KAL003",2000-07-13,42.644222,-86.115952,5613.216728802,"Kalamazoo River"
"1152","WCPCB-KAL003",2000-07-27,42.644222,-86.115952,4811.328625076,"Kalamazoo River"
"1153","WCPCB-KAL003",2000-07-27,42.644222,-86.115952,5212.272677024,"Kalamazoo River"
"1154","WCPCB-KAL003",2000-08-15,42.644222,-86.115952,6701.446364115,"Kalamazoo River"
"1155","WCPCB-KAL003",2000-08-30,42.644222,-86.115952,6101.316839136,"Kalamazoo River"
"1156","WCPCB-KAL003",2000-09-12,42.644222,-86.115952,8001.72700274,"Kalamazoo River"
"1157","WCPCB-KAL003",2000-09-26,42.644222,-86.115952,3508.260455825,"Kalamazoo River"
"1158","WCPCB-KAL003",2000-10-10,42.644222,-86.115952,6601.42477713,"Kalamazoo River"
"1159","WCPCB-KAL003",2000-10-24,42.644222,-86.115952,4801.03620125,"Kalamazoo River"
"1160","WCPCB-KAL003",2000-11-08,42.644222,-86.115952,5412.744703688,"Kalamazoo River"
"1161","WCPCB-KAL003",2000-11-08,42.644222,-86.115952,7701.662240045,"Kalamazoo River"
"1162","WCPCB-KAL003",2001-02-10,42.644222,-86.115952,170455.1847809,"Kalamazoo River"
"1163","WCPCB-KAL003",2001-02-11,42.644222,-86.115952,3408.024442784,"Kalamazoo River"
"1164","WCPCB-KAL003",2001-02-13,42.644222,-86.115952,3600.777150902,"Kalamazoo River"
"1165","WCPCB-KAL003",2001-02-14,42.644222,-86.115952,6310.08,"Kalamazoo River"
"1166","WCPCB-KAL003",2001-02-15,42.644222,-86.115952,4100.885088645,"Kalamazoo River"
"1167","WCPCB-KAL003",2001-02-16,42.644222,-86.115952,6310.08,"Kalamazoo River"
"1168","WCPCB-KAL003",2001-02-16,42.644222,-86.115952,3200.690800942,"Kalamazoo River"
"1169","WCPCB-KAL003",2001-02-17,42.644222,-86.115952,9702.093990044,"Kalamazoo River"
"1170","WCPCB-KAL003",2001-02-18,42.644222,-86.115952,10002.1587532,"Kalamazoo River"
"1171","WCPCB-KAL003",2001-02-20,42.644222,-86.115952,13002.80637921,"Kalamazoo River"
"1172","WCPCB-KAL003",2001-02-22,42.644222,-86.115952,8820.76914567,"Kalamazoo River"
"1173","WCPCB-KAL003",2001-02-24,42.644222,-86.115952,6310.08,"Kalamazoo River"
"1174","WCPCB-KAL004",1993-08-24,42.2703985,-85.5779982,230049.6513204,"Kalamazoo River"
"1175","WCPCB-KAL004",1993-08-24,42.2703985,-85.5779982,220047.4925676,"Kalamazoo River"
"1176","WCPCB-KAL004",1993-09-15,42.2703985,-85.5779982,86027.9763144,"Kalamazoo River"
"1177","WCPCB-KAL004",1993-09-16,42.2703985,-85.5779982,35011.38570915,"Kalamazoo River"
"1178","WCPCB-KAL004",1993-09-16,42.2703985,-85.5779982,34011.0604034,"Kalamazoo River"
"1179","WCPCB-KAL004",1993-09-16,42.2703985,-85.5779982,52016.9159097,"Kalamazoo River"
"1180","WCPCB-KAL004",1993-09-16,42.2703985,-85.5779982,32010.40979126,"Kalamazoo River"
"1181","WCPCB-KAL004",1993-09-17,42.2703985,-85.5779982,81017.48589845,"Kalamazoo River"
"1182","WCPCB-KAL004",1993-09-17,42.2703985,-85.5779982,86018.56527492,"Kalamazoo River"
"1183","WCPCB-KAL004",1993-09-17,42.2703985,-85.5779982,94020.29228218,"Kalamazoo River"
"1184","WCPCB-KAL004",1993-09-18,42.2703985,-85.5779982,100021.587532,"Kalamazoo River"
"1185","WCPCB-KAL004",1993-10-17,42.2703985,-85.5779982,41013.33754765,"Kalamazoo River"
"1186","WCPCB-KAL004",1993-10-17,42.2703985,-85.5779982,41013.33754765,"Kalamazoo River"
"1187","WCPCB-KAL004",1993-10-18,42.2703985,-85.5779982,55017.89183285,"Kalamazoo River"
"1188","WCPCB-KAL004",1993-10-19,42.2703985,-85.5779982,37012.03632075,"Kalamazoo River"
"1189","WCPCB-KAL004",1993-10-19,42.2703985,-85.5779982,30009.7591785,"Kalamazoo River"
"1190","WCPCB-KAL004",1993-10-19,42.2703985,-85.5779982,29009.43387497,"Kalamazoo River"
"1191","WCPCB-KAL004",1993-10-20,42.2703985,-85.5779982,67014.46364115,"Kalamazoo River"
"1192","WCPCB-KAL004",1993-10-21,42.2703985,-85.5779982,71015.32714905,"Kalamazoo River"
"1193","WCPCB-KAL004",1993-12-02,42.2703985,-85.5779982,40008.635014,"Kalamazoo River"
"1194","WCPCB-KAL004",1993-12-02,42.2703985,-85.5779982,34011.0604034,"Kalamazoo River"
"1195","WCPCB-KAL004",1993-12-03,42.2703985,-85.5779982,39012.68693685,"Kalamazoo River"
"1196","WCPCB-KAL004",1993-12-03,42.2703985,-85.5779982,30009.7591785,"Kalamazoo River"
"1197","WCPCB-KAL004",1993-12-03,42.2703985,-85.5779982,28009.10856694,"Kalamazoo River"
"1198","WCPCB-KAL004",1993-12-28,42.2703985,-85.5779982,37012.03632075,"Kalamazoo River"
"1199","WCPCB-KAL004",1993-12-28,42.2703985,-85.5779982,42013.6628473,"Kalamazoo River"
"1200","WCPCB-KAL004",1994-04-11,42.2703985,-85.5779982,48015.6146899,"Kalamazoo River"
"1201","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,100021.587532,"Kalamazoo River"
"1202","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,100021.587532,"Kalamazoo River"
"1203","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,110023.746273,"Kalamazoo River"
"1204","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,75024.3979515,"Kalamazoo River"
"1205","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,52016.9159097,"Kalamazoo River"
"1206","WCPCB-KAL004",1994-04-12,42.2703985,-85.5779982,23004.96513204,"Kalamazoo River"
"1207","WCPCB-KAL004",1994-04-13,42.2703985,-85.5779982,59012.73664434,"Kalamazoo River"
"1208","WCPCB-KAL004",1994-04-13,42.2703985,-85.5779982,74015.9747689,"Kalamazoo River"
"1209","WCPCB-KAL004",1994-04-14,42.2703985,-85.5779982,38012.3616262,"Kalamazoo River"
"1210","WCPCB-KAL004",1994-04-14,42.2703985,-85.5779982,62013.38427132,"Kalamazoo River"
"1211","WCPCB-KAL004",1994-04-14,42.2703985,-85.5779982,54011.6572653,"Kalamazoo River"
"1212","WCPCB-KAL004",1994-09-08,42.2703985,-85.5779982,160034.5400474,"Kalamazoo River"
"1213","WCPCB-KAL004",1994-09-21,42.2703985,-85.5779982,210045.3338129,"Kalamazoo River"
"1214","WCPCB-KAL004",1997-05-19,42.2703985,-85.5779982,65014.03189445,"Kalamazoo River"
"1215","WCPCB-KAL004",1997-05-19,42.2703985,-85.5779982,69014.89540015,"Kalamazoo River"
"1216","WCPCB-KAL004",1998-07-10,42.2703985,-85.5779982,98021.15577966,"Kalamazoo River"
"1217","WCPCB-KAL004",1998-07-15,42.2703985,-85.5779982,120025.905036,"Kalamazoo River"
"1218","WCPCB-KAL004",1998-07-21,42.2703985,-85.5779982,59012.73664434,"Kalamazoo River"
"1219","WCPCB-KAL004",1998-07-22,42.2703985,-85.5779982,33007.12388558,"Kalamazoo River"
"1220","WCPCB-KAL005",2001-02-16,42.647977,-86.198888,7801.68382789,"Kalamazoo River"
"1221","WCPCB-KAL005",2000-03-03,42.647977,-86.198888,7001.5111271,"Kalamazoo River"
"1222","WCPCB-KAL005",2000-03-15,42.647977,-86.198888,9001.94287774,"Kalamazoo River"
"1223","WCPCB-KAL005",2000-03-29,42.647977,-86.198888,4500.971438975,"Kalamazoo River"
"1224","WCPCB-KAL005",2000-04-12,42.647977,-86.198888,9802.115577966,"Kalamazoo River"
"1225","WCPCB-KAL005",2000-04-21,42.647977,-86.198888,9001.94287774,"Kalamazoo River"
"1226","WCPCB-KAL005",2000-04-22,42.647977,-86.198888,6901.489540015,"Kalamazoo River"
"1227","WCPCB-KAL005",2000-04-23,42.647977,-86.198888,4500.971438975,"Kalamazoo River"
"1228","WCPCB-KAL005",2000-04-23,42.647977,-86.198888,5101.10096466,"Kalamazoo River"
"1229","WCPCB-KAL005",2000-04-24,42.647977,-86.198888,12019.2,"Kalamazoo River"
"1230","WCPCB-KAL005",2000-04-25,42.647977,-86.198888,8901.921290758,"Kalamazoo River"
"1231","WCPCB-KAL005",2000-04-27,42.647977,-86.198888,6615.576859682,"Kalamazoo River"
"1232","WCPCB-KAL005",2000-04-29,42.647977,-86.198888,5801.252076428,"Kalamazoo River"
"1233","WCPCB-KAL005",2000-05-01,42.647977,-86.198888,7001.5111271,"Kalamazoo River"
"1234","WCPCB-KAL005",2000-05-16,42.647977,-86.198888,6701.446364115,"Kalamazoo River"
"1235","WCPCB-KAL005",2000-05-16,42.647977,-86.198888,5301.14413976,"Kalamazoo River"
"1236","WCPCB-KAL005",2000-06-15,42.647977,-86.198888,6301.360014335,"Kalamazoo River"
"1237","WCPCB-KAL005",2000-06-29,42.647977,-86.198888,8101.748589845,"Kalamazoo River"
"1238","WCPCB-KAL005",2000-07-13,42.647977,-86.198888,7016.52091157,"Kalamazoo River"
"1239","WCPCB-KAL005",2000-07-27,42.647977,-86.198888,4200.90667623,"Kalamazoo River"
"1240","WCPCB-KAL005",2000-08-15,42.647977,-86.198888,7101.532714905,"Kalamazoo River"
"1241","WCPCB-KAL005",2000-08-30,42.647977,-86.198888,5901.273664434,"Kalamazoo River"
"1242","WCPCB-KAL005",2000-09-26,42.647977,-86.198888,4500.971438975,"Kalamazoo River"
"1243","WCPCB-KAL005",2000-10-10,42.647977,-86.198888,5601.20890155,"Kalamazoo River"
"1244","WCPCB-KAL005",2000-10-24,42.647977,-86.198888,5401.16572653,"Kalamazoo River"
"1245","WCPCB-KAL005",2000-11-08,42.647977,-86.198888,5701.230489532,"Kalamazoo River"
"1246","WCPCB-KAL005",2000-11-30,42.647977,-86.198888,6410.24,"Kalamazoo River"
"1247","WCPCB-KAL005",2000-12-14,42.647977,-86.198888,6701.446364115,"Kalamazoo River"
"1248","WCPCB-KAL005",2000-12-14,42.647977,-86.198888,4109.676534011,"Kalamazoo River"
"1249","WCPCB-KAL005",2001-02-10,42.647977,-86.198888,6310.08,"Kalamazoo River"
"1250","WCPCB-KAL005",2001-02-11,42.647977,-86.198888,7901.705414845,"Kalamazoo River"
"1251","WCPCB-KAL005",2001-02-13,42.647977,-86.198888,9402.029228218,"Kalamazoo River"
"1252","WCPCB-KAL005",2001-02-13,42.647977,-86.198888,5801.252076428,"Kalamazoo River"
"1253","WCPCB-KAL005",2001-02-14,42.647977,-86.198888,8801.899702566,"Kalamazoo River"
"1254","WCPCB-KAL005",2001-02-15,42.647977,-86.198888,5301.14413976,"Kalamazoo River"
"1255","WCPCB-KAL005",2001-02-17,42.647977,-86.198888,3708.732481827,"Kalamazoo River"
"1256","WCPCB-KAL005",2001-02-20,42.647977,-86.198888,16003.45400474,"Kalamazoo River"
"1257","WCPCB-KAL005",2001-02-22,42.647977,-86.198888,10702.309866008,"Kalamazoo River"
"1258","WCPCB-KAL005",2001-02-24,42.647977,-86.198888,6410.24,"Kalamazoo River"
"1259","WCPCB-KAL005",2001-02-24,42.647977,-86.198888,7001.5111271,"Kalamazoo River"
"1260","WCPCB-KAL006",2000-07-26,42.5048726,-85.844516,11002.3746273,"Kalamazoo River"
"1261","WCPCB-KAL006",2000-08-31,42.5048726,-85.844516,8101.748589845,"Kalamazoo River"
"1262","WCPCB-KAL006",2001-02-10,42.5048726,-85.844516,14033.04182312,"Kalamazoo River"
"1263","WCPCB-KAL006",2001-02-11,42.5048726,-85.844516,8301.791764846,"Kalamazoo River"
"1264","WCPCB-KAL006",2001-02-13,42.5048726,-85.844516,6901.489540015,"Kalamazoo River"
"1265","WCPCB-KAL006",2001-02-14,42.5048726,-85.844516,12002.5905036,"Kalamazoo River"
"1266","WCPCB-KAL006",2001-02-15,42.5048726,-85.844516,15003.23813015,"Kalamazoo River"
"1267","WCPCB-KAL006",2001-02-16,42.5048726,-85.844516,35007.5556352,"Kalamazoo River"
"1268","WCPCB-KAL006",2001-02-17,42.5048726,-85.844516,35007.5556352,"Kalamazoo River"
"1269","WCPCB-KAL006",2001-02-18,42.5048726,-85.844516,24005.18100682,"Kalamazoo River"
"1270","WCPCB-KAL006",2001-02-20,42.5048726,-85.844516,22004.74925676,"Kalamazoo River"
"1271","WCPCB-KAL006",2001-02-22,42.5048726,-85.844516,5601.20890155,"Kalamazoo River"
"1272","WCPCB-KAL006",2001-02-24,42.5048726,-85.844516,12028.32156184,"Kalamazoo River"
"1273","WCPCB-KAL007",1993-10-18,42.286133,-85.552777,26008.45795398,"Kalamazoo River"
"1274","WCPCB-KAL008",1993-09-16,42.2597214,-85.5764427,64020.819585,"Kalamazoo River"
"1275","WCPCB-KAL008",1994-04-14,42.2597214,-85.5764427,73023.7473381,"Kalamazoo River"
"1276","WCPCB-KAL008",1998-06-26,42.2597214,-85.5764427,71015.32714905,"Kalamazoo River"
"1277","WCPCB-KAL009",1994-06-09,42.3761524,-85.5779338,35011.38570915,"Kalamazoo River"
"1278","WCPCB-KAL009",1994-09-16,42.3761524,-85.5779338,20006.5061188,"Kalamazoo River"
"1279","WCPCB-KAL009",2000-03-02,42.3761524,-85.5779338,6510.4,"Kalamazoo River"
"1280","WCPCB-KAL009",2000-03-15,42.3761524,-85.5779338,4600.9930264,"Kalamazoo River"
"1281","WCPCB-KAL009",2000-03-28,42.3761524,-85.5779338,4300.928263635,"Kalamazoo River"
"1282","WCPCB-KAL009",2000-04-12,42.3761524,-85.5779338,4007.06557358,"Kalamazoo River"
"1283","WCPCB-KAL009",2000-04-21,42.3761524,-85.5779338,8915.720901509,"Kalamazoo River"
"1284","WCPCB-KAL009",2000-04-21,42.3761524,-85.5779338,10002.1587532,"Kalamazoo River"
"1285","WCPCB-KAL009",2000-04-22,42.3761524,-85.5779338,5710.068442614,"Kalamazoo River"
"1286","WCPCB-KAL009",2000-04-23,42.3761524,-85.5779338,7012.36475427,"Kalamazoo River"
"1287","WCPCB-KAL009",2000-04-24,42.3761524,-85.5779338,6310.08,"Kalamazoo River"
"1288","WCPCB-KAL009",2000-04-25,42.3761524,-85.5779338,3808.968494928,"Kalamazoo River"
"1289","WCPCB-KAL009",2000-04-27,42.3761524,-85.5779338,5813.688755266,"Kalamazoo River"
"1290","WCPCB-KAL009",2000-04-27,42.3761524,-85.5779338,6311.128278446,"Kalamazoo River"
"1291","WCPCB-KAL009",2000-04-29,42.3761524,-85.5779338,3300.712388558,"Kalamazoo River"
"1292","WCPCB-KAL009",2000-05-01,42.3761524,-85.5779338,11002.3746273,"Kalamazoo River"
"1293","WCPCB-KAL009",2000-05-16,42.3761524,-85.5779338,9902.137165318,"Kalamazoo River"
"1294","WCPCB-KAL009",2000-06-01,42.3761524,-85.5779338,6310.08,"Kalamazoo River"
"1295","WCPCB-KAL009",2000-06-01,42.3761524,-85.5779338,5101.10096466,"Kalamazoo River"
"1296","WCPCB-KAL009",2000-06-15,42.3761524,-85.5779338,6601.42477713,"Kalamazoo River"
"1297","WCPCB-KAL009",2000-06-29,42.3761524,-85.5779338,9502.05081536,"Kalamazoo River"
"1298","WCPCB-KAL009",2000-07-13,42.3761524,-85.5779338,8419.82509354,"Kalamazoo River"
"1299","WCPCB-KAL009",2000-07-25,42.3761524,-85.5779338,8601.856527492,"Kalamazoo River"
"1300","WCPCB-KAL009",2000-08-15,42.3761524,-85.5779338,6901.489540015,"Kalamazoo River"
"1301","WCPCB-KAL009",2000-08-15,42.3761524,-85.5779338,9101.964465432,"Kalamazoo River"
"1302","WCPCB-KAL009",2000-08-30,42.3761524,-85.5779338,6101.316839136,"Kalamazoo River"
"1303","WCPCB-KAL009",2000-09-12,42.3761524,-85.5779338,7301.575889915,"Kalamazoo River"
"1304","WCPCB-KAL009",2000-09-26,42.3761524,-85.5779338,4608.125409786,"Kalamazoo River"
"1305","WCPCB-KAL009",2000-10-10,42.3761524,-85.5779338,6415.104833648,"Kalamazoo River"
"1306","WCPCB-KAL009",2000-10-24,42.3761524,-85.5779338,3500.75556352,"Kalamazoo River"
"1307","WCPCB-KAL009",2000-11-08,42.3761524,-85.5779338,4911.564637958,"Kalamazoo River"
"1308","WCPCB-KAL009",2001-02-10,42.3761524,-85.5779338,18048.19603586,"Kalamazoo River"
"1309","WCPCB-KAL009",2001-02-11,42.3761524,-85.5779338,3709.90696279,"Kalamazoo River"
