"","YY","MM","DD","WTMP","WTMP_K","Date"
"475",93,7,23,19.6083333333333,292.758333333333,1993-07-23
"476",94,7,23,17.0708333333333,290.220833333333,1994-07-23
"477",95,7,23,17.275,290.425,1995-07-23
"478",93,8,23,20.4666666666667,293.616666666667,1993-08-23
"479",94,8,23,18.125,291.275,1994-08-23
"480",95,8,23,22.325,295.475,1995-08-23
"481",94,9,23,17.8833333333333,291.033333333333,1994-09-23
"482",95,9,23,15.7260869565217,288.876086956522,1995-09-23
"483",93,10,23,10.625,283.775,1993-10-23
"484",94,10,23,13.7565217391304,286.90652173913,1994-10-23
"485",95,10,23,11.5208333333333,284.670833333333,1995-10-23
"486",93,4,24,2.42083333333333,275.570833333333,1993-04-24
"487",94,4,24,1.475,274.625,1994-04-24
"488",95,4,24,2.66666666666667,275.816666666667,1995-04-24
"489",93,5,24,3.1,276.25,1993-05-24
"490",94,5,24,2.77916666666667,275.929166666667,1994-05-24
"491",95,5,24,3.4304347826087,276.580434782609,1995-05-24
"492",93,6,24,7.26666666666667,280.416666666667,1993-06-24
"493",94,6,24,12.7833333333333,285.933333333333,1994-06-24
"494",95,6,24,19.975,293.125,1995-06-24
"495",93,7,24,19.7208333333333,292.870833333333,1993-07-24
"496",94,7,24,17.825,290.975,1994-07-24
"497",95,7,24,18.3166666666667,291.466666666667,1995-07-24
"498",93,8,24,20.2916666666667,293.441666666667,1993-08-24
"499",94,8,24,17.9083333333333,291.058333333333,1994-08-24
"500",95,8,24,21.9863636363636,295.136363636364,1995-08-24
"501",94,9,24,18.1916666666667,291.341666666667,1994-09-24
"502",95,9,24,15.6454545454545,288.795454545455,1995-09-24
"503",93,10,24,10.8291666666667,283.979166666667,1993-10-24
"504",94,10,24,13.05,286.2,1994-10-24
"505",95,10,24,11.35,284.5,1995-10-24
"506",93,4,25,2.4125,275.5625,1993-04-25
"507",94,4,25,1.44166666666667,274.591666666667,1994-04-25
"508",95,4,25,2.72083333333333,275.870833333333,1995-04-25
"509",93,5,25,3.08333333333333,276.233333333333,1993-05-25
"510",94,5,25,2.87391304347826,276.023913043478,1994-05-25
"511",95,5,25,3.5,276.65,1995-05-25
"512",93,6,25,9.79583333333333,282.945833333333,1993-06-25
"513",94,6,25,12.4583333333333,285.608333333333,1994-06-25
"514",95,6,25,19.1791666666667,292.329166666667,1995-06-25
"515",93,7,25,19.4541666666667,292.604166666667,1993-07-25
"516",94,7,25,18.645,291.795,1994-07-25
"517",95,7,25,19.1181818181818,292.268181818182,1995-07-25
"518",93,8,25,20.9583333333333,294.108333333333,1993-08-25
"519",94,8,25,18.3625,291.5125,1994-08-25
"520",95,8,25,21.4875,294.6375,1995-08-25
"521",94,9,25,18.2375,291.3875,1994-09-25
"522",95,9,25,15.5791666666667,288.729166666667,1995-09-25
"523",93,10,25,10.8291666666667,283.979166666667,1993-10-25
"524",94,10,25,12.9625,286.1125,1994-10-25
"525",95,10,25,11.3708333333333,284.520833333333,1995-10-25
"526",93,4,26,2.33333333333333,275.483333333333,1993-04-26
"527",94,4,26,1.5125,274.6625,1994-04-26
"528",95,4,26,2.725,275.875,1995-04-26
"529",93,5,26,3.23333333333333,276.383333333333,1993-05-26
"530",94,5,26,2.83913043478261,275.989130434783,1994-05-26
"531",95,5,26,3.63333333333333,276.783333333333,1995-05-26
"532",93,6,26,10.3125,283.4625,1993-06-26
"533",94,6,26,12.9333333333333,286.083333333333,1994-06-26
"534",95,6,26,16.2826086956522,289.432608695652,1995-06-26
"535",93,7,26,19.1916666666667,292.341666666667,1993-07-26
"536",94,7,26,18.6208333333333,291.770833333333,1994-07-26
"537",95,7,26,19.4458333333333,292.595833333333,1995-07-26
"538",93,8,26,21.5041666666667,294.654166666667,1993-08-26
"539",94,8,26,18.65,291.8,1994-08-26
"540",95,8,26,21.3291666666667,294.479166666667,1995-08-26
"541",94,9,26,17.9,291.05,1994-09-26
"542",95,9,26,15.2916666666667,288.441666666667,1995-09-26
"543",93,10,26,10.7083333333333,283.858333333333,1993-10-26
"544",94,10,26,12.8086956521739,285.958695652174,1994-10-26
"545",95,10,26,11.6791666666667,284.829166666667,1995-10-26
"546",93,4,27,2.09583333333333,275.245833333333,1993-04-27
"547",94,4,27,1.5125,274.6625,1994-04-27
"548",95,4,27,2.71739130434783,275.867391304348,1995-04-27
"549",93,5,27,3.1,276.25,1993-05-27
"550",94,5,27,2.79130434782609,275.941304347826,1994-05-27
"551",95,5,27,3.66666666666667,276.816666666667,1995-05-27
"552",93,6,27,9.72083333333333,282.870833333333,1993-06-27
"553",94,6,27,14.325,287.475,1994-06-27
"554",95,6,27,17.1478260869565,290.297826086956,1995-06-27
"555",93,7,27,19.5916666666667,292.741666666667,1993-07-27
"556",94,7,27,18.4625,291.6125,1994-07-27
"557",95,7,27,20.0739130434783,293.223913043478,1995-07-27
"558",93,8,27,21.1208333333333,294.270833333333,1993-08-27
"559",94,8,27,18.8625,292.0125,1994-08-27
"560",95,8,27,21.3083333333333,294.458333333333,1995-08-27
"561",95,9,27,15.6666666666667,288.816666666667,1995-09-27
"562",93,10,27,10.6666666666667,283.816666666667,1993-10-27
"563",94,10,27,12.675,285.825,1994-10-27
"564",95,10,27,11.6666666666667,284.816666666667,1995-10-27
"565",93,4,28,2.175,275.325,1993-04-28
"566",94,4,28,1.5875,274.7375,1994-04-28
"567",95,4,28,2.78333333333333,275.933333333333,1995-04-28
"568",93,5,28,3.10833333333333,276.258333333333,1993-05-28
"569",94,5,28,2.88333333333333,276.033333333333,1994-05-28
"570",95,5,28,3.72916666666667,276.879166666667,1995-05-28
"571",93,6,28,10.875,284.025,1993-06-28
"572",94,6,28,13.7625,286.9125,1994-06-28
"573",95,6,28,18.0583333333333,291.208333333333,1995-06-28
"574",93,7,28,19.65,292.8,1993-07-28
"575",94,7,28,18.6583333333333,291.808333333333,1994-07-28
"576",95,7,28,20.2416666666667,293.391666666667,1995-07-28
"577",93,8,28,20.9375,294.0875,1993-08-28
"578",94,8,28,17.7,290.85,1994-08-28
"579",95,8,28,21.3333333333333,294.483333333333,1995-08-28
"580",95,9,28,15.7416666666667,288.891666666667,1995-09-28
"581",93,10,28,10.5583333333333,283.708333333333,1993-10-28
"582",94,10,28,12.1260869565217,285.276086956522,1994-10-28
"583",95,10,28,11.4666666666667,284.616666666667,1995-10-28
"584",94,3,29,0.5,273.65,1994-03-29
"585",95,3,29,2.30909090909091,275.459090909091,1995-03-29
"586",93,4,29,2.23333333333333,275.383333333333,1993-04-29
"587",94,4,29,1.70833333333333,274.858333333333,1994-04-29
"588",95,4,29,2.95,276.1,1995-04-29
"589",93,5,29,3.21666666666667,276.366666666667,1993-05-29
"590",94,5,29,2.9375,276.0875,1994-05-29
"591",95,5,29,3.74166666666667,276.891666666667,1995-05-29
"592",93,6,29,11.4166666666667,284.566666666667,1993-06-29
"593",94,6,29,14.8583333333333,288.008333333333,1994-06-29
"594",95,6,29,18.6083333333333,291.758333333333,1995-06-29
"595",93,7,29,19.1791666666667,292.329166666667,1993-07-29
"596",94,7,29,18.5391304347826,291.689130434783,1994-07-29
"597",95,7,29,19.825,292.975,1995-07-29
"598",93,8,29,20.6708333333333,293.820833333333,1993-08-29
"599",94,8,29,17.0208333333333,290.170833333333,1994-08-29
"600",95,8,29,21.4916666666667,294.641666666667,1995-08-29
"601",95,9,29,15.3166666666667,288.466666666667,1995-09-29
"602",93,10,29,10.5625,283.7125,1993-10-29
"603",94,10,29,11.6125,284.7625,1994-10-29
"604",95,10,29,10.9541666666667,284.104166666667,1995-10-29
"605",94,3,30,0.470833333333333,273.620833333333,1994-03-30
"606",95,3,30,2.34583333333333,275.495833333333,1995-03-30
"607",93,4,30,2.325,275.475,1993-04-30
"608",94,4,30,1.74583333333333,274.895833333333,1994-04-30
"609",95,4,30,3.02916666666667,276.179166666667,1995-04-30
"610",93,5,30,3.20416666666667,276.354166666667,1993-05-30
"611",94,5,30,3.05,276.2,1994-05-30
"612",95,5,30,3.75833333333333,276.908333333333,1995-05-30
"613",93,6,30,10.4333333333333,283.583333333333,1993-06-30
"614",94,6,30,12.6916666666667,285.841666666667,1994-06-30
"615",95,6,30,18.6416666666667,291.791666666667,1995-06-30
"616",93,7,30,18.6833333333333,291.833333333333,1993-07-30
"617",94,7,30,18.5583333333333,291.708333333333,1994-07-30
"618",95,7,30,20.1666666666667,293.316666666667,1995-07-30
"619",93,8,30,20.1125,293.2625,1993-08-30
"620",94,8,30,17.0333333333333,290.183333333333,1994-08-30
"621",95,8,30,21.4166666666667,294.566666666667,1995-08-30
"622",95,9,30,14.65,287.8,1995-09-30
"623",93,10,30,10.0916666666667,283.241666666667,1993-10-30
"624",94,10,30,11.5434782608696,284.69347826087,1994-10-30
"625",95,10,30,10.8125,283.9625,1995-10-30
"626",94,3,31,0.525,273.675,1994-03-31
"627",95,3,31,2.35,275.5,1995-03-31
"628",93,5,31,3.23333333333333,276.383333333333,1993-05-31
"629",94,5,31,3.04347826086957,276.19347826087,1994-05-31
"630",95,5,31,3.85416666666667,277.004166666667,1995-05-31
"631",93,7,31,19.15,292.3,1993-07-31
"632",94,7,31,18.4791666666667,291.629166666667,1994-07-31
"633",95,7,31,20.075,293.225,1995-07-31
"634",93,8,31,19.8041666666667,292.954166666667,1993-08-31
"635",94,8,31,16.4458333333333,289.595833333333,1994-08-31
"636",95,8,31,21.1,294.25,1995-08-31
"637",93,10,31,9.78333333333333,282.933333333333,1993-10-31
"638",94,10,31,11.5541666666667,284.704166666667,1994-10-31
"639",95,10,31,10.6208333333333,283.770833333333,1995-10-31
