"location","Observation","Predicted","RMSE","Pearson","Factor2_Percentage","NumTrees","Mtry","SplitRule","MinNodeSize"
"Housatonic River",76000,182485.134599259,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",230000,670446.065989122,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",380000,442427.018062425,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",930000,442427.018062425,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",48000,159956.504946827,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",71000,146202.734800012,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",114000,135243.738403858,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",409000,122650.446256228,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",568000,121111.477989938,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",55000,206123.009987571,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",59000,100983.849927085,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",94000,69086.011125188,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",239000,54078.3667123272,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,39819.3006469746,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",36000,51108.2161899118,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",50000,86138.9040599318,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",65000,48177.0885688432,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",93000,92709.1022324213,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",134000,86857.0627574886,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",173000,92709.1022324213,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",231000,41019.2607851755,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",33000,147718.280926641,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",33000,82221.7289544608,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",58000,190730.321076245,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",62000,57152.2202911473,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",172000,171181.2091347,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",625000,171181.2091347,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",82000,65768.6071552491,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",96000,72273.0044747811,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",121000,88703.7866001862,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",152000,72273.0044747811,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",178000,49288.4758240855,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",132000,46532.2891013628,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,38912.3162001915,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,58791.864177393,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",85000,254777.944393717,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",204000,196472.983687353,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",256000,280469.276216137,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",47000,60737.7274533979,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",37000,46373.1576965159,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,60995.1386885822,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",27000,51577.6532807774,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",71000,91327.8648864203,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",129000,110969.461031978,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24000,52552.8776383867,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",82000,71299.5517487409,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,35008.531560782,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",70000,176153.307592686,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24000,138849.668785104,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,139765.032824993,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",231000,132629.036799845,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",98000,167632.307407586,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",81000,382846.731699901,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",354000,375899.138273872,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",905000,1485794.07920802,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",25000,37497.9257621299,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",382000,78907.8409280259,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24000,49110.7782019985,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",157000,139652.564231833,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",49000,33101.0586059356,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1220000,313277.54021297,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",393000,298626.075108151,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",50000,50582.7717461913,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",31000,90469.9551636921,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",88000,96293.8918296343,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",64000,79700.8322261512,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",60000,108140.282650564,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",64000,66171.4145517501,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",75000,81234.3664323128,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",94000,80439.2257889176,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1e+05,109504.88726099,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",483000,311770.456539358,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",89000,529781.628601576,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",39000,29927.4833791232,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",470000,112396.893099007,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",139000,72169.046623165,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",79000,261347.831504201,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",326000,169922.335262421,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",35000,59330.278878605,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",122000,65835.990332084,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",356000,138612.969257806,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",77000,85586.4392780935,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",345000,127928.166870892,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",246000,164320.690264704,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",42000,90523.2241769797,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",50000,82340.9692068039,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1410000,102114.66181576,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",111000,60968.1197304693,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",131000,78526.3763908405,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",866000,99294.948925326,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",27000,80531.3325724055,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",26000,34158.8648947152,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",31000,33927.5866675611,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,104358.91323723,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",26000,77284.3359562473,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",282000,56628.045640561,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",26000,39638.8182361128,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",112000,62753.353603686,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",112000,69681.3770009579,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,44841.3486118507,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,142145.88032447,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24000,54095.3276235983,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",93000,88914.7557432328,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",27000,60877.4779492694,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",26000,110565.475967555,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",27000,110565.475967555,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",2e+05,388728.853110908,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",388000,388728.853110908,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1490000,388728.853110908,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",75500,167560.031764036,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",81000,167560.031764036,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",35700,115897.127370037,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",74200,76333.5803047533,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",75200,63509.3049945709,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",90500,67046.882827947,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",102200,60747.3580739738,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",442000,287929.490937363,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",546000,287929.490937363,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",554000,287929.490937363,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",6800000,287929.490937363,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",36000,163392.877524995,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",390000,163392.877524995,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",569000,163392.877524995,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",749000,163392.877524995,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1297000,163392.877524995,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",98000,57444.6776651107,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",355000,57444.6776651107,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",128000,518726.239479881,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",82200,104925.683217023,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",36800,69640.050814072,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",240000,80413.7537481973,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",60700,96315.9861974826,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",25700,82006.2542931987,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",3780000,260205.838406575,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28900,137325.175494971,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",76900,141568.501290812,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",168000,164261.862564371,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",191000,164261.862564371,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",30100,44414.9126746873,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",57600,114260.319291254,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",71400,82786.4385517912,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",90600,71132.7243242774,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",256000,170684.606392529,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",25200,81051.2260368696,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",86100,94628.8071401496,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",110000,48157.3852047166,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",615000,200949.313802112,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",94700,83419.6249152474,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",48700,76176.4318151872,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",40400,48644.199254768,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",41800,127176.122533476,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",115000,142200.425131061,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",578000,128054.237476545,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",1060000,142200.425131061,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",204000,147022.953329128,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",29800,59338.6646406091,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",384000,117620.371550429,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",231000,481484.558513574,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",43500,66551.1625573779,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",25200,53472.6057647306,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",467000,52762.1605682307,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",67100,86232.855707683,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",166000,98927.1753037314,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",102000,172799.220772332,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",59800,62744.6798422338,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",109000,55267.7790962581,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",24900,72705.6919958676,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23700,53576.7617444184,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22100,55887.6862368791,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",67000,109398.817547913,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",160000,104038.354326509,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",73000,111960.255521182,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",94000,60001.6005757039,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,77261.9229937353,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",250000,72501.9002317574,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",28000,80530.5475951226,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",124000,91262.8065241168,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",127000,113430.656179376,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22900,38333.2325196374,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",22000,55983.0478666428,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",190000,129867.851729144,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",146000,153860.995765251,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",116000,99153.6534565539,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",140000,225512.698205228,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,49661.3078678384,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",230000,127894.718884179,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",276000,135176.531857313,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",39000,84204.3945053727,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",72000,88499.1974679812,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",108000,93924.5464675586,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",67000,122501.863268343,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",68000,89030.5955796527,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",79000,81924.9251272797,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",75000,131260.557657299,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",46000,70776.5502852997,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",64000,60249.4532756208,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",72000,68312.5852485783,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",46000,72975.1432587512,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",119000,96602.3550842405,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",61000,106017.133362063,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",58000,41095.5495543334,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",36000,28962.379393831,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
"Housatonic River",23000,26820.6154021533,0.370646411664126,0.590357123615446,65.5913978494624,1000,5,"variance",5
