"Location","Congener","Test_Data","Predicted_Data","RMSE","Correlation","NumTrees","Mtry","SplitRule","MinNodeSize","Factor2"
"Lake washington","PCB12.13",0.843855422623161,1.2074557196603,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",1.16494737262184,1.14428957730156,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",1.15106325335375,1.28062092228335,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",1.30059548388996,1.33760433308596,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",0.60959440922522,1.26270800055702,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",1.7394141026987,0.869984085862079,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB12.13",1.20924684875337,1.17657527322253,0.436597250533974,-0.652350454445538,300,2,"variance",4,57.1428571428571
"Lake washington","PCB18.30",0.557507201905658,1.05874173351368,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",0.906335041805091,1.21917018320677,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",1.21984638602436,1.48716144084793,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",1.29336255471145,1.56107772455198,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",0.532754378992498,1.52827469923036,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",2.69267951186082,1.41006291951753,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB18.30",1.99651167215418,1.90894882371415,0.669334842048215,0.454936950207296,200,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",1.09243991133114,1.57165865793605,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",1.51277775416041,1.8943887058811,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",1.56055220288017,1.76704212918349,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",1.73174988352726,1.86159414528547,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",1.09513446693984,2.14852991156403,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",3.23146704174667,1.94617125397887,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB20.21.28.31.33.50.53",2.61579228893193,2.49954606053736,0.677170115572536,0.445214683011401,500,2,"variance",3,42.8571428571429
"Lake washington","PCB26.29",0.229681842317676,0.823384173512073,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",0.788168371141168,0.933597076801985,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",0.62664826847401,0.817152136959671,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",0.831869774280502,0.921568626429201,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",0.100715086573082,1.0670914620204,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",2.20704162093539,0.931396051466381,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB26.29",1.56217386336465,1.48767597844089,0.652979372597785,0.348604439709103,200,2,"variance",3,57.1428571428571
"Lake washington","PCB43.49.52.69.73",0.582063362911709,1.04095421467519,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",0.986771734266245,1.60273100887781,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",1.11627558758054,1.33823531334056,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",1.32776748990273,1.50498304258077,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",0.429752280002408,1.99815439015723,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",2.99895644047049,1.73249797083849,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB43.49.52.69.73",2.31470969295517,2.24208941027453,0.822863819116766,0.421615847415491,500,2,"variance",4,42.8571428571429
"Lake washington","PCB44.47.65",0.950851458888546,1.54000674907492,0.878696274481153,0.304160030761176,500,2,"variance",5,42.8571428571429
"Lake washington","PCB44.47.65",1.39040515648008,2.32730146801463,0.878696274481153,0.304160030761176,500,2,"variance",5,42.8571428571429
"Lake washington","PCB44.47.65",1.53643217582201,1.73532138090116,0.878696274481153,0.304160030761176,500,2,"variance",5,42.8571428571429
"Lake washington","PCB44.47.65",1.67394199863409,1.91680974562611,0.878696274481153,0.304160030761176,500,2,"variance",5,42.8571428571429
"Lake washington","PCB44.47.65",1.14113609012074,2.41658068116783,0.878696274481153,0.304160030761176,500,2,"variance",5,42.8571428571429
