"LocationName","Congeners","t05","t05.error","R2R","RMSE","Factor2"
"Passaic River Q","PCB3",-16.0940536956406,5.92215077651636,0.540991960201144,0.387249370519522,"91.2"
"Passaic River Q","PCB189",-3.9673735624925,1.89262395244912,0.832666018771951,0.559046112733152,"98.5"
