"LocationName","Congeners","t05","t05.error","R2R","RMSE","Factor2"
"Portland Harbor Q","PCB12.13",24.1820293672732,6.00879109589318,0.580913356782935,0.500358187609833,"75"
"Portland Harbor Q","PCB15",-0.0661619416763689,0.0272384651804413,0.394701806932528,0.344458013215588,"80.6"
"Portland Harbor Q","PCB43.49.52.69.73",44.6228354376355,19.4996841486013,0.756233117452169,0.180647335128015,"91.8"
"Portland Harbor Q","PCB44.47.65",28.6195723719132,10.8089469847937,0.677509695305673,0.258721916820488,"74.1"
"Portland Harbor Q","PCB67",-0.0927597083730121,0.0451396118907748,0.467266187493055,0.305766071943031,"88.1"
"Portland Harbor Q","PCB88.91",15.4278640633058,2.70923184626166,0.826696456004384,0.209234799104343,"83.5"
"Portland Harbor Q","PCB132.153.161.168",17.6446991875282,4.8298406603257,0.671759480605351,0.304008030383595,"70.6"
