"location","Observation","Predicted","RMSE","Pearson","Factor2_Percentage","NumTrees","Mtry","SplitRule","MinNodeSize"
"New Bedford Harbor",28830,106351.723939828,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",1976400,1291937.57137638,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",7744800,2486461.09847046,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",197850,251917.861980171,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",332600,921974.124700512,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",112630,227207.244991295,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",2533400,830940.853487663,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",174600,170997.36342917,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",146300,404801.965782093,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",1232665,223208.358881027,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",189940,135133.348222122,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",84280,71607.0774131318,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",80040,75676.8057356231,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",8420,5688.33969138804,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",5390,2729.72871840647,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",12370,18939.7649585007,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
"New Bedford Harbor",1590,2399.5656544059,0.350582665652615,0.93302230061393,58.8235294117647,4500,4,"variance",5
